,title,author,university,link,body,polarity,lemmatized,topic,topics
19,"Developing a community-academic research network based in Maskwacis, Alberta to improve Indigenous gender-related health and wellness ( 2020/21 )",Susan J Ross,University of Alberta,https://cognit.ca/en/research/project/230573,"This research, based in Maskwacis, Alberta, is a collaboration between the community and researchers to plan research that addresses the topic of GENDER, WELLNESS AND IMPACTS ON HEALTH. The research will address community needs, be feasible, and produce outcomes that are valuable to the community. RESEARCH STEPS 1. Identify community priorities for gender, wellness and health research - by engaging community members in public events: A ONE-DAY COMMUNITY WORKSHOP will be held where Elders, community members and researchers share their knowledge about the community's priorities. The workshop will be followed by a COMMUNITY FEAST to ask for blessings for the new work and give thanks for the community's support. A YOUTH FORUM will be held so that youth (often seen as passive research subjects) can become active partners in the research. 2. Interviews and group discussions with community members, leaders and Elders - will provide further depth regarding the priority research ideas. This process will ensure that one research idea, based on Indigenous values and beliefs goes forward for development. 3. After identifying one community priority for gender and health research - the idea that community members believe has the highest potential for impact on gender and wellness, will use the final six months of the project to design and plan research addressing that research question. 4. Assess research capacity and research facilities - during the work, we shall identify the range and number of researchers based in Maskwacis and physical resources available to them, and describe steps to address any deficits, eg initiating plans for research training. The VALUE OF THE RESEARCH lies in the combination of community members working with researchers to plan a Maskwacis research agenda related to gender, health and wellness, and DEVELOPING A RESEARCH PROJECT THAT ADDRESSES COMMUNITY PRIORITIES, THAT IS READY FOR IMPLEMENTATION AND OWNED BY THE COMMUNITY.",0.1002525252525252,research base maskwaci alberta collabor communiti research plan research address topic gender well impact health research address communiti need feasibl produc outcom valuabl communiti research step identifi communiti prioriti gender well health research engag communiti member public event communiti workshop hold elder communiti member research share knowledg communiti prioriti workshop follow communiti feast bless work thank communiti support youth forum hold youth see passiv research subject activ partner research interview group discuss communiti member leader elder provid depth prioriti research idea process ensur research idea base indigen valu belief go forward develop identifi communiti prioriti gender health research idea communiti member believ highest potenti impact gender well final month project design plan research address research question assess research capac research facil work shall identifi rang number research base maskwaci physic resourc avail step address deficit initi plan research train valu research lie combin communiti member work research plan maskwaci research agenda relat gender health well develop research project address communiti prioriti readi implement own communiti,0,"health, environment"
20,COVID-19 Variant Supplement - Improving Outcomes in Individuals with COVID-19 with Renin-Angiotensin System Inhibition: The COVID-RASi Trial ( 2020/21 ),Alan J Forster,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/232989,"Cardiovascular disease is not only the #1 killer chronically, but is also the #1 killer in COVID-19. Elderly patients with previous heart attack or stroke, or hypertension or diabetes, have high risk of getting infected. Surprisingly they also suffer 3 to 5 times the chance of dying compared to other infected patients. A clue may lie in a group of commonly used medicines, called renin-angiotensin system (RAS) inhibitors, including ACE inhibitors and angiotensin receptor blocks or ARBs, usually extremely protective for our cardiovascular patients. But they have come under attack because they are suspected to increase the levels of ACE2 in the body, also part of RAS, which is the receptor for the virus, or the doorway for virus to enter our body. So are these agents safe or dangerous? This has become a major source of fear for both patients and physicians alike, and a raging controversy. To answer this question, we analyzed data from Wuhan, and found that these agents actually to be extremely protective. This finding was also replicated in another study examining patients in Europe and America. However, these data looked backwards at events past, which can be fraught with hidden biases. Therefore, the world desperately needs a proper forward-looking trial to evaluate these agents in COVID-19. Together with our Canadian and international partners experienced in COVID-19 research, we are starting this large trial to evaluate whether adding ACE inhibitors, or ARB's, compared to no added treatment in high risk COVID-19 patients, can decrease the chance of dying, requiring ventilators or ICU. A positive trial showing benefit will potentially save many lives in the world, using a very simple and cheap set of medications. Even if we found the medications to be safe, it will be very reassuring for millions of patients. We want to answer this question with urgency to benefit Canadians and cardiovascular patients worldwide in this COVID-19 era.",0.0728046336379669,cardiovascular diseas killer chronic killer covid elder patient previous heart attack stroke hypertens diabet high risk get infect surpris suffer time chanc die compar infect patient clue group common medicin call renin angiotensin inhibitor includ inhibitor angiotensin receptor block arb usual extrem protect cardiovascular patient come attack suspect increas level bodi receptor virus doorway virus enter bodi agent safe danger major sourc fear patient physician alik rag controversi answer question analyz data wuhan agent actual extrem protect find replic studi examin patient europ america data look backward event past fraught hide bias world desper need proper forward look trial evalu agent covid canadian intern partner experi covid research start larg trial evalu add inhibitor compar add treatment high risk covid patient decreas chanc die requir ventil posit trial show benefit potenti save live world simpl cheap medic medic safe reassur million patient want answer question urgenc benefit canadian cardiovascular patient worldwid covid,-1,"health, environment"
21,Improving Medication Prescribing-Related Outcomes for Vulnerable Elderly In Transitions (IMPROVE-IT): A Pilot Randomized Trial ( 2019/20-2020/21 ),Alan J Forster,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/214628,"Medication safety is a crucial health issue for every older Canadian since many of the medications causing serious harm are those which also have life-saving or important symptom-relieving benefits. Very few specialists can accurately advise seniors which medications provide more benefit than harm for them personally, and make changes safely as this requires a very large breadth and depth of knowledge about the patient, the conditions they have and their therapies. Now that telemedicine is compatible with smart phones, this extends the ability of scarce specialists to 'see' any patient in Canada in a way that is more convenient for the patient and may be less expensive than current care. This project will find out whether a unique Clinical Pharmacology specialist team in Hamilton, Ontario can improve medication safety (stop medications no longer needed, reduce doses where appropriate, change to safer medications) for a high risk group of older hospitalized Canadians taking many medications. The hospital where this pilot study will take place was the first to install the world's leading electronic health record and set it up to facilitate and support high quality research. Patients who volunteer will be assigned to their usual care, or to the intervention which is the Clinical Pharmacology specialist team approach starting in hospital and following up with the patient at home using telemedicine and detailed communication with them, their caregiver, family physician, community pharmacist and other specialists. We will study whether the intervention is effective and cost-effective at reducing harmful medication burden, reducing the need to return to hospital, or improving the patient's ratings of their care coordination. The results will determine whether a subsequent large trial is worthwhile.",0.1765773809523809,medic safeti crucial health issu older canadian medic caus harm life save import symptom reliev benefit specialist accur advis senior medic provid benefit harm person chang safe requir larg breadth depth knowledg patient condit therapi telemedicin compat smart phone extend abil scarc specialist patient canada conveni patient expens current care project uniqu clinic pharmacolog specialist team hamilton ontario improv medic safeti stop medic longer need reduc dose appropri chang safer medic high risk group older hospit canadian take medic hospit pilot studi place instal world lead electron health record facilit support high qualiti research patient volunt assign usual care intervent clinic pharmacolog specialist team approach start hospit follow patient home telemedicin detail communic caregiv famili physician communiti pharmacist specialist studi intervent effect cost effect reduc harm medic burden reduc need return hospit improv patient rat care coordin result determin subsequ larg trial worthwhil,1,"health, house, money, volunteer, abuse"
22,SAFE PNB -Safe Analgesia For Elders receiving Peripheral Nerve Blocks for hip fracture ( 2019/20-2020/21 ),Alan J Forster,Ottawa Hospital Research Institute,https://cognit.ca/en/research/project/214854,"Over 20,000 older Canadians break their hips yearly, a painful occurrence that usually requires surgery. Older people who have a hip fracture are also at high risk of bad health outcomes. Over 20% of older people with a hip fracture have a serious complication, many do not regain the full ability to walk after surgery, and 25% die within six months. This means that we need to develop ways to make hip fracture care safer. Because hip fractures cause a lot of pain, strong painkillers (like morphine and other opioid drugs) are often needed. But these drugs can have serious side effects, like breathing problems, memory loss and delirium. Unfortunately, if hip fracture pain isn't treated, patients can also suffer issues with their ability to walk and move, their memory function, and other serious complications. So, finding ways to effectively manage hip fracture pain without strong opioid medications could lead to less pain and lower rates of bad health outcomes. Research suggests that using nerve blocks, where local anesthetic (aka freezing) medication is injected near the pain nerves that supply the fracture, can improve pain and decrease complications. While these improvements sound promising, recent reports also tell of a person dying after a nerve block because the health system wasn't properly set up to care for the nerve block in a high-risk hip fracture patient. This means that before nerve blocks are widely used for hip fracture pain, we should do research to understand their safety profile and how the health system can best-support safely giving these nerve blocks. To help to understand the safety profile of nerve blocks, we propose a study to: (1) define how often complications arise directly related to nerve blocks, (2) to determine how the health system could be best prepared to safely provide nerve blocks, and (3) to see if using nerve blocks leads to an overall increase or decrease in complications during hip fracture hospital stays.",0.0169696969696969,older canadian break hip year pain occurr usual requir surgeri older peopl fractur high risk health outcom older peopl fractur complic regain abil walk surgeri month mean need develop way fractur care safer fractur caus pain strong painkil like morphin opioid drug need drug effect like breath problem memori loss delirium unfortun fractur pain treat patient suffer issu abil walk memori function complic find way effect manag fractur pain strong opioid medic lead pain lower rat health outcom research suggest nerv block local anesthet freez medic inject near pain nerv suppli fractur improv pain decreas complic improv sound promis recent report tell person die nerv block health wasn proper care nerv block high risk fractur patient mean nerv block wide fractur pain research understand safeti profil health best support safe give nerv block help understand safeti profil nerv block propos studi defin complic aris direct relat nerv block determin health best prepar safe provid nerv block nerv block lead overal increas decreas complic fractur hospit stay,1,"health, house, money, volunteer, abuse"
23,Programme de promotion du «bien vivre ensemble» et de lutte contre la maltraitance entre résidents : Améliorer la vie collective en résidence privée pour aînés ( 2018/19-2019/20 ),Marie Beaulieu,Université de Sherbrooke,https://cognit.ca/en/research/project/187144,"La maltraitance entre aînés en résidences privées pour aînés (RPA) est un problème émergent tant chez les cadres en RPA, les intervenants et cadres des organismes du réseau public et communautaire et les scientifiques. L'ampleur du problème et ses conséquences psychologiques, physiques et sociales chez les aînés maltraités ou témoins dénotent de l'urgence d'agir. Peu des quelques outils de sensibilisation et de prévention de la maltraitance entre aînés sont validés et sont applicables en RPA. Aucun ne propose une perspective globale d'intervention alliant des actions de lutte contre la maltraitance aux actions de promotion du « bien vivre ensemble ». Préoccupés par le bien-être des aînés vivant en RPA et par l'amélioration continue de leurs pratiques visant à contrer la maltraitance entre résidents et de promotion du « bien vivre ensemble » en RPA, Chartwell Mastercare LP, La Fondation Jasmin Roy Sophie Desmarais, DIRA-Estrie, le Centre collégial d'expertise en gérontologie du Cégep de Drummondville, ainsi que 4 autres partenaires potentiels se joignent à l'équipe de recherche afin de mener conjointement le projet selon une démarche de recherche participative. Trois cadres théoriques sont mobilisés dans cette étude : l'approche écosystémique de Bronfenbrenner (1979), l'approche d'Intervention Mapping (Bartholomew, 2011), et le Purposeful Program Theory (Funnell et Rogers, 2011). Ce projet a pour but de développer et d'implanter un programme de lutte contre les situations de maltraitance entre résidents et de promotion du « bien vivre ensemble » au sein des RPA. En s'appuyant sur les besoins des résidents, des employés et des cadres chez Chartwell, ainsi qu'un inventaire des pratiques existantes, ce projet vise à : 1. Documenter les pratiques de lutte contre maltraitance entre résidents et de promotion du « bien vivre ensemble » en RPA; 2. Élaborer un programme visant à lutter contre les situations de maltraitance entre résidents (prévention, repérage, intervention) et à promouvoir le « bien vivre ensemble » en RPA et puis l'implanter; 3. Réaliser une évaluation développementale de l'implantation du programme visant à lutter contre les situations de maltraitance entre résidents et à promouvoir le « bien vivre ensemble » en RPA. L'état des connaissances sur les pratiques et les besoins en matière de lutte contre la maltraitance entre résidents et de promotion du « bien vivre ensemble » sera mis à jour tout au long du projet. L'objectif 1 sera atteint par des collectes de données qualitatives, sous forme de récits narratifs. L'objectif 2 sera atteint en mobilisant un comité de travail, composé de résidents et d'employés, travaillant de concert avec l'équipe de recherche et les partenaires afin d'élaborer un programme d'intervention, en français et en anglais, qu'ils implanteront au sein de trois résidences Chartwell. L'objectif 3 sera atteint au moyen d'une évaluation développementale de l'implantation du programme. Chartwell contribuera en nature (47 000$) pour : faciliter le recrutement des participants, mise à disposition d'un local pour les rencontres des comités et entrevues, libérer des employés et des cadres qui participeront aux activités de recherche. La Fondation contribuera en espèces (40 000$ : 36 000 $ pour un stage MITACS de doctorat et 4 000 $ pour graphisme et traduction du programme), et en nature (10 000$ pour : diffusion du programme, relations avec les médias, participation aux rencontres du comité-aviseur et soutien occasionnel). Les autres partenaires offrent une contribution en nature pour leur participation au comité-aviseur et un soutien occasionnel d'une valeur de 1 800 $ pour le Centre collégial d'expertise en gérontologie et de 1 021 $ pour Dira-Estrie.",-0.0166666666666666,maltrait entr aîné résidenc privé pour aîné problèm émergent tant chez cadr interven cadr organism réseau public communautair scientifiqu ampleur problèm conséquenc psychologiqu physiqu social chez aîné maltraité témoin dénotent urgenc agir quelqu outil sensibilis prévention maltrait entr aîné sont validé sont applic aucun propos perspect global intervent alliant action lutt contr maltrait action promot bien vivr ensembl préoccupé bien être aîné vivant amélior continu leur pratiqu visant contrer maltrait entr résident promot bien vivr ensembl chartwel mastercar fondat jasmin sophi desmarai dira estri centr collégial expertis gérontologi cégep drummondvill ainsi autr partenair potentiel joignent équip recherch afin mener conjoint projet selon démarch recherch particip troi cadr théoriqu sont mobilisé dan cett étude approch écosystémiqu bronfenbrenn approch intervent map bartholomew purpos program theori funnel roger projet pour développ implant programm lutt contr situat maltrait entr résident promot bien vivr ensembl sein appuy besoin résident employé cadr chez chartwel ainsi inventair pratiqu existant projet vise document pratiqu lutt contr maltrait entr résident promot bien vivr ensembl élabor programm visant lutter contr situat maltrait entr résident prévention repérag intervent promouvoir bien vivr ensembl pui implant réalis évaluat implant programm visant lutter contr situat maltrait entr résident promouvoir bien vivr ensembl état connaiss pratiqu besoin matièr lutt contr maltrait entr résident promot bien vivr ensembl sera jour tout long projet objectif sera atteint collect donné qualit sous form récit narratif objectif sera atteint mobilis comité travail composé résident employé travail concert avec équip recherch partenair afin élabor programm intervent françai anglai implanteront sein troi résidenc chartwel objectif sera atteint moyen évaluat implant programm chartwel contribuera natur pour facilit recrut particip mise disposit local pour rencontr comité entrevu libérer employé cadr participeront activité recherch fondat contribuera espèc pour stage mitac doctorat pour graphism traduct programm natur pour diffus programm relat avec média particip rencontr comité aviseur soutien occasionnel autr partenair offrent contribut natur pour leur particip comité aviseur soutien occasionnel valeur pour centr collégial expertis gérontologi pour dira estri,-1,"health, environment"
24,Use of indicator acid oxidation to determine amino acid requirement ( 2015/16-2020/21 ),Rajavel Elango,University of British Columbia,https://cognit.ca/en/research/project/150243,"Protein is a key component of the diet which allows growth and maintenance of health. All body proteins are made up of 20 amino acids. Among these 20 amino acids there are 9 amino acids, which our body cannot make, and therefore must come from food sources, and are called essential amino acids. The rest of the 11 amino acids can be made in our body if there is enough protein and calories in our food. But under some conditions, such as infants, people with disease, pregnant women, lactating women, elderly, the body may need more protein and essential amino acids. Until now, studying pregnant and lactating women, elderly and their protein (amino acid) needs has been difficult, because previous methods require invasive techniques and week-long test diets. This could cause harm in pregnancy to the actively growing fetus, and in elderly people. We have recently started to use a very minimally invasive state-of-the-art method, using stable isotopes and collection of breath samples to determine amino acid and protein needs. Stable isotopes are completely safe, and these methods are rapid and quick and require only one day of the test diets. Using this method we recently showed that the actual requirements for protein are quite high, compared to current recommendations. We are in now in a position to study this further and also find out the different essential amino acid that our body needs during different stages of pregnancy, lactation and elderly. Our results will help in making diet and nutrition recommendations to make sure both mother and baby are actively growing, and have a healthy, successful pregnancy. Also elderly people suffer from muscle loss with aging and will benefit from more accurate protein recommendations to maintain muscle mass to lead a high quality of life.",0.1260215053763441,protein compon diet allow growth mainten health bodi protein amino acid amino acid amino acid bodi come food sourc call essenti amino acid rest amino acid bodi protein calori food condit infant peopl diseas pregnant women lactat women elder bodi need protein essenti amino acid studi pregnant lactat women elder protein amino acid need difficult previous method requir invas techniqu week long test diet caus harm pregnanc activ grow fetus elder peopl recent start minim invas state method stabl isotop collect breath sampl determin amino acid protein need stabl isotop complet safe method rapid quick requir test diet method recent show actual requir protein high compar current recommend posit studi differ essenti amino acid bodi need differ stag pregnanc lactat elder result help make diet nutrit recommend sure mother babi activ grow healthi success pregnanc elder peopl suffer muscl loss age benefit accur protein recommend maintain muscl mass lead high qualiti life,-1,"health, environment"
25,"Real-World Evaluation of the Efficacy, Safety and Cost-Effectiveness of Statins for Primary Prevention of Cardiovascular Disease Among the Elderly - A Causal Perspective to Treatment Trajectory Analysis ( 2019/20-2020/21 )",Caroline Sirois,Laval University,https://cognit.ca/en/research/project/214732,"Many clinical trials have demonstrated the benefits of statins (cholesterol-lowering drugs) for preventing a first cardiovascular event in people at risk of such events. From an economic perspective, statin treatment for preventing a first cardiovascular event in people at high risk of a cardiovascular event would be advantageous. Unfortunately, few studies have investigated the benefits and risks of statins for preventing a first cardiovascular events in the elderly. Although these studies indicate there are benefits for these people as well, much remains to be known about the full range of benefits and risks. Data are particularly scarce for very old people, elderly that already have many diseases or those that are already taking multiple drugs. Finally, it is unclear if the benefits that have been observed in clinical trials fully translate in real life, because medical monitoring is often better in clinical trials than it is in real life. For instance, it is known that people do not take their statin medication as well in real life as they do in clinical trials. The primary goal of this project is to provide additional evidence regarding the real-life benefits and risks of statins medication in the elderly for preventing a first cardiovascular event. To do this, we will use data from anonymized population-wide administrative databases. We will examine the patterns of how the elderly get statin medication over time and see how these different patterns are associated with the occurrence of cardiovascular events, mortality or possible major side effects. We will also perform an economic evaluation of statin treatment. To be able to do this, we will first need to develop new data analysis methods. These methods will not only be essential to answer the important questions of the current project, but many other research questions regarding treatment patterns over time using administrative databases.",0.1837294372294372,clinic trial demonstr benefit statin cholesterol lower drug prevent cardiovascular event peopl risk event econom perspect statin treatment prevent cardiovascular event peopl high risk cardiovascular event advantag unfortun studi investig benefit risk statin prevent cardiovascular event elder studi indic benefit peopl remain know rang benefit risk data particular scarc peopl elder diseas take multipl drug final unclear benefit observ clinic trial fulli translat real life medic monitor better clinic trial real life instanc know peopl statin medic real life clinic trial primari goal project provid addit evid real life benefit risk statin medic elder prevent cardiovascular event data anonym popul wide administr databas examin pattern elder statin medic time differ pattern associ occurr cardiovascular event mortal possibl major effect perform econom evalu statin treatment abl need develop data analysi method method essenti answer import question current project research question treatment pattern time administr databas,-1,"health, environment"
26,Déterminer la qualité de la polypharmacie chez les aînés : une approche basée sur l'intelligence artificielle ( 2020/21 ),Caroline Sirois,Laval University,https://cognit.ca/en/research/project/230745,"La prise de plusieurs medicaments, la polypharmacie, est de plus en plus commune, surtout chez les personnes agees. Pour l'instant, il n'est pas possible de bien departager quelles polypharmacies apportent des benefices et quelles sont inappropriees. En effet, le nombre de combinaisons de medicaments possibles est imposant, et prendre en compte les caracteristiques individuelles de chacune des personnes rend la situation tres complexe. L'intelligence artificielle permettra de comprendre ces elements pour en degager des normes. Nous utiliserons les donnees du Systeme integre de surveillance des maladies chroniques du Quebec qui contiennent les informations sur les reclamations de medicaments pour l'ensemble des aines du Quebec depuis 1996, de meme que les informations sur les services medicaux, les hospitalisations et les deces. Ces donnees, decrivant l'exposition aux medicaments de chaque individu, permettront d'entrainer un systeme expert base sur l'intelligence artificielle pour etablir quelles combinaisons, sequences, durees de traitement sont associees a des effets negatifs (ex. hospitalisations, deces) et lesquelles les evitent en tenant compte des conditions medicales et sociodemographiques de la personne. L'analyse de ces donnees pourrait engendrer des enjeux ethiques, legaux et sociaux que nous explorerons afin d'assurer que les resultats ne conduisent pas a accroitre d'eventuelles inegalites dans les traitements que nous observons presentement entre differents sous-groupes de la population. Les resultats serviront a developper la surveillance de la polypharmacie dans la population et apporteront des connaissances nouvelles sur l'usage de medicaments qui pourraient changer la pratique clinique. De nouvelles avenues de recherche en intelligence artificielle seront egalement explorees, permettant le developpement de cette discipline en sante.",-0.2666666666666666,prise plusieur medica polypharmaci plus plus commune surtout chez personn age pour instant possibl bien departag quell polypharmaci apport benefic quell sont inapproprie effet nombr combinaison medica possibl impos prendr compt individuell chacun personn rend situat tres complex intellig artificiell permettra comprendr element pour degag norm nous utiliseron donne system integr surveil maladi chroniqu quebec contienn inform reclam medica pour ensembl ain quebec depui meme inform servic medicaux dece donne decriv exposit medica chaqu individu permettront entrain system expert base intellig artificiell pour etablir quell combinaison sequenc dure traitement sont associe effet negatif dece lesquell evit tenant compt condit medical personn analys donne pourrait engendr enjeux ethiqu legaux sociaux nous exploreron afin assur resultat conduis accroitr eventuell inegalit dan traitement nous observon present entr differ sous group popul resultat serviront developp surveil polypharmaci dan popul apporteront connaiss nouvell usag medica pourraient changer pratiqu cliniqu nouvell avenu recherch intellig artificiell seront egal explor permett developp cett disciplin sant,-1,"health, environment"
27,The DIVERT-CARE (Collaboration Action Research & Evaluation) Study: A Multi-provincial Pragmatic Trial of Cardio-Respiratory Management in Home Care ( 2016/17-2019/20 ),Samir K Sinha,University of Toronto,https://cognit.ca/en/research/project/153246,"Home care clients are a large and medically complex subgroup of community-dwelling older adults. Older adults have higher rates of emergency department use relative to younger persons and their share of emergency department visits have swelled. Home care clients have double the emergency department utilization rate compared to nursing home residents and other community dwelling older adults. High emergency department use among home care clients reflects their relative health complexity, and the lack of appropriate supportive chronic disease management services in the community-based home care. Building on our previous pilot work, we propose a three-year research agenda to further adapt and test chronic disease management interventions in home care. Known as the DIVERT-CARE (Collaboration Action Research & Evaluation) Study, the project will be led by a multi-provincial collaboration of home care partners and researchers. Specifically, we will evaluate the following questions: 1) What factors impede chronic disease management from the perspective of clients/families and home care providers? 2) Can targeted interventions reduce emergency department visits and enhance quality of life compared to controls? 3) If effective, is there evidence of cost-effectiveness?",0.1175062656641603,home care client larg medic complex subgroup communiti dwell older adult older adult higher rat emerg depart relat younger person share emerg depart visit swell home care client doubl emerg depart util rate compar nurs home resid communiti dwell older adult high emerg depart home care client reflect relat health complex lack appropri support chronic diseas manag servic communiti base home care build previous pilot work propos year research agenda adapt test chronic diseas manag intervent home care know divert care collabor action research evalu studi project multi provinci collabor home care partner research specif evalu follow question factor imped chronic diseas manag perspect client famili home care provid target intervent reduc emerg depart visit enhanc qualiti life compar control effect evid cost effect,1,"health, house, money, volunteer, abuse"
28,Deepening the roots of living in a good way for Indigenous Children. The Indigenous Youth Mentorship Program ( 2018/19-2020/21 ),Malcolm King,University of Saskatchewan,https://cognit.ca/en/research/project/180207,"Type 2 diabetes and obesity disproportionately affect Indigenous children in Canada. The inequities in diabetes and obesity can be traced back to several forms of transgenerational trauma, stress and adversity that accompanies settler-led cultural genocide and on-going institutional racism that Indigenous children face. Strengths-based, resilience, centred programs are therefore needed to overcome these inequities. With the support of Indigenous youth in Manitoba, we developed a peer-based mentoring program, centred on an Indigenous model of resilience; Dr.Martin Brokenleg's Circle of Courage, called the Indigenous Youth Mentorship Program (IYMP). During the last 2 years as a Pathways 2 Implementation Research Team we expanded from 5 communities in Manitoba and to 13 communities across 4 provinces in Canada. Using a participatory action model, guided by the teachings of elders, knowledge keepers and youth on our team, we will build on the successes of the past 2 years to (1) explore a novel pathway through which IYMP can reduce the risk of type 2 diabetes in youth, through the Indigenous concept of Mino-pimatisiwin/bimaadiziwin ""living in a god way"", (2) deepen the reach of IYMP within existing communities, (3) explore relational models of rippling IYMP to new communities, and (4) study the process of moving IYMP from a university-based program to a sustainable community-led organization. This information will provide information and infrastructure to support rippling of other wellness promoting community-based programs across Canada.",0.0068181818181818,type diabet obes affect indigen children canada inequ diabet obes trace form trauma stress advers accompani settler cultur genocid go institut racism indigen children face strength base resili centr program need overcom inequ support indigen youth manitoba develop peer base mentor program centr indigen model resili martin brokenleg circl courag call indigen youth mentorship program iymp year pathway implement research team expand communiti manitoba communiti provinc canada participatori action model guid teach elder knowledg keeper youth team build success past year explor novel pathway iymp reduc risk type diabet youth indigen concept mino pimatisiwin bimaadiziwin live deepen reach iymp exist communiti explor relat model rippl iymp communiti studi process move iymp univers base program sustain communiti organ inform provid inform infrastructur support rippl well promot communiti base program canada,-1,"health, environment"
29,Long-term immune activation by a mucosal RSV subunit vaccine: mechanism of action and application to vaccination of elderly ( 2020/21 ),Sylvia Van Drunen Littel-van den Hurk,University of Saskatchewan,https://cognit.ca/en/research/project/230309,"While previously underestimated, respiratory syncytial virus (RSV) contributes to a significant proportion of severe respiratory disease and mortality in the elderly, similar to influenza. With a growing elderly population, a RSV vaccine is urgently needed, but not available. The elderly tend to respond more weakly or inconsistently to vaccination unless they receive vaccines that are specifically developed for them. Our overall objective is to develop and characterize a RSV vaccine for elderly. As RSV infects the respiratory tract, the presence of virus neutralizing antibodies at this site is critical. Boosting and maintaining high neutralizing activity of antibodies in the serum by intramuscular vaccine administration may be adequate as serum antibodies can penetrate and protect the lower airways and lungs. However, mucosal immunization is required to induce production of local IgA antibody and the correct type of T lymphocytes in the respiratory tract. We already have a safe, effective vaccine candidate consisting of a protective antigen of RSV and an immunostimulatory adjuvant. When administered either intramuscularly or intranasally, this RSV vaccine induces long-term, protective immunity in several neonatal and adult animal models, e.g. mice, cotton rats and lambs. We have evidence that this vaccine also elicits an immune response in old mice. We will evaluate the magnitude and longevity of this immune response, as well as protection from RSV infection in old animals, and if necessary optimize the RSV vaccine. Furthermore, we will fully characterize the properties of this vaccine, which will expedite human clinical trials and licensing. An effective RSV vaccine will decrease morbidity and mortality due to RSV infection, which will in the future, improve the health of the elderly and significantly reduce health care costs. In addition, our new adjuvant has applications in vaccines against other respiratory pathogens such as influenza virus as well.",0.1067153679653679,previous underestim respiratori syncyti virus contribut signific proport sever respiratori diseas mortal elder similar influenza grow elder popul vaccin urgent need avail elder tend respond weak inconsist vaccin receiv vaccin specif develop overal object develop character vaccin elder infect respiratori tract presenc virus neutral antibodi site critic boost maintain high neutral activ antibodi serum intramuscular vaccin administr adequ serum antibodi penetr protect lower airway lung mucos immun requir induc product local antibodi correct type lymphocyt respiratori tract safe effect vaccin candid consist protect antigen adjuv administ intramuscular intranas vaccin induc long term protect immun neonat adult anim model mice cotton rat lamb evid vaccin elicit immun respons mice evalu magnitud longev immun respons protect infect anim necessari optim vaccin furthermor fulli character properti vaccin expedit human clinic trial licens effect vaccin decreas morbid mortal infect futur improv health elder signific reduc health care cost addit adjuv applic vaccin respiratori pathogen influenza virus,-1,"health, environment"
