,links,dates,header,body
18,https://www.vancouverislandfreedaily.com/news/courtenay-senior-on-scooter-struck-by-car-compensated-with-cash/,"Nov 17, 2021",Courtenay senior on scooter struck by car compensated with cash,"A Courtenay senior whose mobility scooter was damaged after being clipped by a car will receive a cash settlement from ICBC.Julius Bagi, 79, was on his scooter on the sidewalk on Cliffe Avenue when he was struck by a vehicle exiting a parking lot. He said the accident occurred about five months ago.“It shook me up and affected my memory quite a bit,” said Bagi, who suffered a stroke about seven years ago. Shortly thereafter, he surrendered his driver’s licence.Bagi said a repair company suggested replacing the machine, estimating damage at $3,000 to $4,000. He was required to provide some documents before ICBC could process his claim.ICBC said it’s important for the public to know there is a process to follow when submitting a claim for damage to property as a result of a crash.With property damage claims, ICBC does not authorize repairs. It determines whether it can reimburse a customer for claimed items once it confirms items were damaged as a result of a crash involving an ICBC-insured vehicle, and that the loss is payable under that vehicle’s third-party liability policy.Generally, in the case of property damage claims, ICBC asks customers to provide some important pieces of information:• Itemized quotes of the damage;• Photos of the damaged property;• Age of the damaged property;• Original receipt of the damaged property, if possible.“In this particular case, once we received the information needed from the customer, we were able to proceed with the property damage claim,” ICBC said in a statement.reporter@comoxvalleyrecord.comLike us onFacebookand follow us onTwitter"
19,https://www.vancouverislandfreedaily.com/news/no-euthanasia-in-quebec-care-homes-during-covid-19-expert-tells-coroners-inquest/,"Nov 2, 2021","No ‘euthanasia’ in Quebec care homes during COVID-19, expert tells coroner’s inquest","A coroner’s inquest into deaths in Quebec long-term care homes during the first wave of COVID-19 was dominated Tuesday by debate over whether medicating certain residents to alleviate their suffering amounted to euthanasia.The discussion came a day after a doctor from Montreal’s Jewish General hospital told coroner Géhane Kamel that some of the long-term residents who died of COVID-19 would likely have been saved with oxygen or rehydration treatments.Dr. Vinh-Kim Nguyen testified Monday such treatments weren’t always available in the understaffed and under-equipped long-term care homes, adding that there were “numerous obstacles” preventing doctors from transferring residents to hospital. Instead, Nguyen said the only available treatment in the homes was often respiratory-distress protocols intended for people at end of life, which consisted of a strong cocktail of drugs used to reduce suffering.“These are protocols that lead to death … it was in fact euthanasia,” he testified on Monday.On Tuesday, another witness, Dr. Marjorie Tremblay, insisted the protocols don’t cause death.Tremblay, a palliative care specialist who developed the protocol, said the medication was used to ease suffering. Its effects include “controlling respiratory rhythm,” “managing anxiety,” and controlling and preventing rattling in the lungs, she said. In the case of COVID-19, she added, the medication also helps prevent contagion by reducing coughing.Tremblay said the treatment can be stopped if the patient improves.“We have to stop thinking that morphine kills,” she told the inquiry. “It’s COVID that killed the patients.”The protocol pioneered by Tremblay specifies that there should be continuous evaluation of the patient’s state based on several criteria and under the supervision of a doctor.But on Tuesday, both Kamel and another coroner assisting her, Dr. Jacques Ramsay, questioned whether the directives were always followed to the letter during COVID-19’s first wave.“Your protocol implies a medical presence, which was not always necessarily in place,” Ramsay said, expressing concern that some patients’ symptoms may actually have stemmed from conditions such as dehydration.Because the protocol itself doesn’t cure patients with the virus, it is only supposed to be given to patients who are assigned to a lower level of care after refusing more aggressive treatment.But Kamel pointed out that in a chaotic situation, the usual checks and balances are not always in place.Witnesses have told the inquiry that workers at long-term care homes had called residents’ families to convince them to agree to a lower level of care for their loved ones, often without explaining the consequences of that choice.Kamel said Tuesday that Tremblay’s protocol presumes that families have been properly consulted and the patients’ levels of care have been properly reviewed. But she pointed out that the reality during COVID was that doctors “weren’t present for the most part,” and that families were no longer allowed inside the care homes.Kamel strongly suggested tightening the rules surrounding the use of the protocol.The coroner’s inquest is examining the deaths of elderly and vulnerable people who died in residential settings during the first months of the COVID-19 pandemic. The intent is not to assign blame, but to come up with recommendations to prevent similar tragedies.About half of Quebec’s COVID-19 deaths during the first wave occurred in long-term care homes, and some 92 per cent of people who died between Feb. 25 and July 11, 2020, were 70 and older, according to the province’s public health institute.—Clara Descurninges, The Canadian PressRELATED: ‘Beyond what’s humanly acceptable’: Testimony ends at Quebec long-term care inquestCoronavirusSeniors"
20,https://www.vancouverislandfreedaily.com/news/beyond-whats-humanly-acceptable-testimony-ends-at-quebec-long-term-care-inquest/,"Oct 27, 2021",‘Beyond what’s humanly acceptable’: Testimony ends at Quebec long-term care inquest,"As an inquest into 47 deaths at a Montreal long-term care home during the pandemic’s first wave heard its final witness Tuesday, the coroner summed up the horror stories of dehydrated, unfed and soiled residents being left to die.“What we’ve heard in the past weeks goes beyond what is humanly acceptable in a society like ours,” coroner Géhane Kamel said. “In effect, no human should end their lives in such deplorable conditions.”Kamel, who is examining the failings at Résidence Herron as part of a broad investigation of 53 deaths at six long-term care homes and one seniors residence in the province, has concluded the factual portion of her inquiry. She will next hear recommendations before filing a final report.Lynne McVey, head of the regional health board that took control of Herron on March 30 as COVID-19 cases mounted, testified that authorities did what they could to save lives.Appearing before the inquest for a second time, McVey was questioned Tuesday about why it took so long to realize how many people had died at the private facility.She said the information was only discovered on April 10 after additional verifications. The inquiry has heard that no one appeared to be tabulating deaths at the suburban Montreal facility.McVey told the inquiry she was scared when she learned that at that point there had been 31 deaths, prompting Kamel to interject that there should have been an accounting earlier.“If we had the choice between saving lives and registering deaths, I don’t think you can fault nurses on the ground for going to a bedside rather than registering deaths,” McVey said.She was also questioned about the timing of a 911 call to police, coinciding with a Montreal Gazette report that appeared outlining horrifying conditions at the residence. One day later, provincial officials announced the 31 deaths.Kamel also noted the 911 call came after health authority staff had been on site for two weeks.McVey said perhaps she should have called police earlier, but she acted after several pieces of information came to light, including the 31 deaths and a report about a disorganized pharmacy counter at the residence.“Calling the police isn’t a crime, and it’s a certainly a situation we’d never gone through in our careers,” McVey said. “We found 139 patients with zero staff, it was unthinkable.”McVey also defended a letter sent to Herron management that informed them the regional health authority was assuming management on March 30. When Kamel said the letter left little room for collaboration, McVey described the situation as “desperate times (that) called for extreme measures.”She noted the situation at Herron was different than other residences where the health authority had assisted and owners handed over staff lists and patient files within an hour.Later, asked by the lawyer representing some deceased Herron residents whether she took responsibility, McVey put the blame on the virus. “COVID-19 is the most devious virus I’ve had to deal with in my clinical career,” she told the inquiry. “The virus has a large responsibility in these deaths.”She later told families she was sorry for the deaths, that the objective had been to provide care to residents.“We went there to help, and we would have really wanted to save everybody,” she said. “There are 18 witnesses that came through here and many of them are still very traumatized by not being able to save the lives that we wanted to save during the pandemic.”Earlier Tuesday, Kamel said she was tired of finger-pointing between health authority managers and Herron officials, noting both sides were accountable and responsible for the vulnerable patients under their care.The health authority’s deputy director also took the stand for the first time during the inquest.Najia Hachimi-Idrissi testified that the health authority was unable force three doctors assigned to Herron, who were seeing patients through telemedicine as COVID-19 cases mounted, to treat patients on site.She also maintained the health authority could not oblige unionized employees to report for work at Herron, which is why non-unionized managers were the first to arrive at the understaffed facility to help.—Sidhartha Banerjee, The Canadian PressRELATED: Coroner’s inquest begins into Montreal-area care home where dozens died of COVID-19CoronavirusQuebecSeniors"
21,https://www.vancouverislandfreedaily.com/trending-now/thanks-but-no-uk-queen-turns-down-oldie-of-the-year-title/,"Oct 19, 2021",Thanks but no: UK queen turns down “Oldie of the Year” title,"Queen Elizabeth II is Britain’s longest-lived and longest-reigning monarch. But don’t call her an oldie.The 95-year-old queen has politely declined the honor of being named “Oldie of the Year” by a British magazine, saying she does not meet “the relevant criteria.”The Oldie magazine on Tuesday published the queen’s response to its suggestion that she follow in the footsteps of former recipients, including former Prime Minister John Major, actor Olivia de Havilland and artist David Hockney.“Her Majesty believes you are as old as you feel, as such The Queen does not believe she meets the relevant criteria to be able to accept, and hopes you will find a more worthy recipient,” said a letter from her assistant private secretary, Tom Laing-Baker. He ended the letter “with Her Majesty’s warmest best wishes.”The queen, who was widowed this year, still keeps a busy schedule of royal duties. On Tuesday she held audiences with diplomats and hosted a reception at Windsor Castle for global business leaders.The Oldie of the Year prize honors people of advanced age who have made a special contribution to public life. The queen’s husband Prince Philip, who died in April, received the accolade in 2011, when he was 90.After the queen declined, this year’s Oldie of the Year award went to movie royalty instead: French-American actress and dancer Leslie Caron, 90.—The Associated PressRoyal familySeniorsUnited Kingdom"
22,https://www.vancouverislandfreedaily.com/community/saanich-volunteers-supporting-seniors-at-thanksgiving/,"Oct 7, 2021",Saanich volunteers supporting seniors at Thanksgiving,"Saanich Volunteer Services Society (SVSS) is once again delivering specially made Thanksgiving packages to elders.Included are thoughtful and timely touches – soups, cookies donated by Mayor Fred Haynes, pet toys and treats for those with cats or dogs, pies donated by Thrifty Foods and more.“With COVID being the way it is, it’s just nice to recognize some of our elderly clients so that they know they’re cared for,” said Peggy Hancyk, client outreach support with the society, which lends assistance and care to older adults who live independently.ALSO READ:Weekly meal deliveries help brighten the day for Saanich seniorsThe SVSS philosophy is to build a stronger community in whatever way is necessary, by ensuring that everyone feels supported and cared for, added society vice-president Bryan Vermeeren.“We’re very proud of the way we’ve been able to adapt and transition as needed throughout the pandemic,” he said. “We service the community, no matter what those needs are, and there are a variety of needs.”The organization helps older adults in a variety of ways, from meal deliveries and companionship visits to doing home repairs and preparing income tax returns.To become a volunteer or to learn about the services available, visitsaanichvolunteers.org.Do you have a story tip? Email:megan.atkinsbaker@saanichnews.com.Follow us onTwitterandInstagram,and like us onFacebook."
23,https://www.vancouverislandfreedaily.com/news/seniors-advocate-to-release-review-of-covid-19-outbreaks-at-b-c-care-facilities/,"Oct 6, 2021",Seniors advocate to release review of COVID-19 outbreaks at B.C. care facilities,"British Columbia’s seniors advocate is set to release a review of COVID-19 outbreaks in the province’s care facilities.Isobel Mackenzie said last spring the review will examine more than two dozen of the worst COVID-19 outbreaks at care facilities for seniors to better understand what happened.Recent data posted by the province’s Centre for Disease Control says there were 368 COVID-19 outbreaks at B.C. care facilities from January 2020 to September 2021 and 1,092 deaths of residents.Mackenzie has said factors leading to the outbreaks could be results of the age and size of buildings, whether residents shared rooms, staffing levels, sick leave policies for workers, infection control protocols, and the age and conditions of the residents.The B.C. government says it has embarked on initiatives to hire more care facility staff and it is aiming to have more single rooms available for residents.Mackenzie says she has been heartened by the public’s response to calls for improvements to long-term care.—The Canadian PressRELATED: B.C. requires long-term care staff, visitor vaccination by Oct. 12CoronavirusHealthSeniors"
24,https://www.vancouverislandfreedaily.com/news/digital-literacy-program-in-langford-sooke-pairs-teens-with-55/,"Oct 3, 2021","Digital literacy program in Langford, Sooke pairs teens with 55+","A new initiative from the WorkLink Employment Society in Langford and Sooke hopes to help residents ages 55 and up increase their digital literacy. Their teachers? Local teens, of course.The five-week Digital Duos course, funded by the Government of Canada’s New Horizons for Seniors program, will see individuals from both age groups partner to go over different computer skills.Participants learn how to protect their online identity, use email and understand technology terms. After completing the program, the elder students will be gifted a laptop, while the volunteer youth receive a reference letter and certificate of appreciation.ALSO READ:Show a Greater Victoria senior you care on Oct. 1, National Seniors Day“The learning that is happening amongst the group and the fact that the program has been so well received is indicative of the need for these types of programs to support seniors with day-to-day technology use,” facilitator Janet Southgate said in a release.WorkLink will run its program in five-week cohorts until March 2022, with the next intake starting in October at the Westshore and Sooke centres.Those interested in volunteering or participating can find Digital Duos online atworklink.bc.ca, email jsouthgate@worklink.bc.ca or call 250-642-3685 ext.277 for more information.Do you have a story tip? Email:vnc.editorial@blackpress.ca.Follow us on onTwitterandInstagram,and like us onFacebook."
25,https://www.vancouverislandfreedaily.com/community/video-b-c-senior-101-takes-first-flying-lesson/,"Sep 28, 2021","VIDEO: B.C. Senior, 101, takes first flying lesson","Adventurous senior Walter Martens took his first flying lesson as a 101st birthday present, taking off from the Langley airport on Saturday, Sept. 25. (Special to Langley Advance Times)The day before his 101st birthday Walter Martens had his first flying lesson. He was still excited about it on the day. (Special to Langley Advance Times)Walter Martens, who took his first flying lesson as a 101st birthday president, went parasailing at the age of 68. (Special to Langley Advance Times)Walter Martens went on a helicopter flight over Agassiz and Harrison for his 97th birthday. (Special to Langley Advance Times)Walter Martens, who took his first flying lesson as a 101st birthday president, was water skiing until he was 80. (Special to Langley Advance Times)Walter Martens was told he would be picked up for a surprise gift, and when the car pulled into the parking lot of the Langley airport terminal building, he began to think it might have something to do with flying.It was Saturday, Sept. 25, the day before the Abbotsford resident would celebrate his 101st birthday.His son Harv had booked a flying lesson.“At my age, I had a job crawling in [to the single engine plane],” Martens told the Langley Advance Times, chuckling.Up he went, with his great-grandson Jordan Penner recording the flight.“It was a clear day,” Martens recalled.“I went over the mountains and saw all the rivers and lakes. I was excited.”Daughter Eleanor Penner, a Langley resident, said her happy father exited the plane, calling the experience, “the best flight ever.”At his birthday celebration Sunday, he was still “flying high,” Eleanor remarked.“Boy! that was something else,” Martens told the 45 friends and family who attended the event.“It was unbelievable!”"
26,https://www.vancouverislandfreedaily.com/community/show-a-greater-victoria-senior-you-care-on-oct-1-national-seniors-day/,"Sep 27, 2021","Show a Greater Victoria senior you care on Oct. 1, National Seniors Day","The South Vancouver Island Community Response Networks (CRN) want people to honour older adults in Greater Victoria on this National Seniors Day, Oct. 1.Gabi Townsend, volunteer coordinator for the Saanich Peninsula and Victoria CRNs, said older adults can be vulnerable to multiple forms of abuse and need societal engagement and care from people of all ages to prevent such mistreatment.“In society, seniors can become invisible, then become isolated as a result of that invisibility,” she said, adding the wisdom and energy seniors have to offer often goes undervalued.“We have to ask ourselves – are we engaging our seniors in the work that society needs to do?”ALSO READ: Two more deaths reported from COVID-19 outbreak at Esquimalt care home"
27,https://www.vancouverislandfreedaily.com/trending-now/japanese-sisters-certified-as-worlds-oldest-twins-at-107/,"Sep 21, 2021",Japanese sisters certified as world’s oldest twins at 107,"Guinness World Records has certified two Japanese sisters as the world’s oldest living identical twins at 107, in an announcement Monday coinciding with Respect for the Aged Day, a national holiday in Japan.Umeno Sumiyama and Koume Kodama were born the third and fourth of 11 siblings on Shodoshima island in western Japan on Nov. 5, 1913.They were separated after elementary school, when Kodama was sent to work as a maid in Oita on Japan’s southern main island of Kyushu. She later married there, while Sumiyama remained on the island where they grew up and had her own family.The sisters later recalled their difficult younger days. Growing up, they said they were bullied because of prejudice against children of multiple births in Japan.Busy with their own lives for decades, the sisters rarely met until they turned 70, when they started making pilgrimages together to some of the 88 Shikoku temples and enjoyed being reconnected.Sumiyama and Kodama were 107 years and 300 days old as of Sept 1, breaking the previous record set by famous Japanese sisters Kin Narita and Gin Kanie at 107 years and 175 days, Guinness World Records Ltd. said in a statement.Their families told Guinness that the sisters often joked about outliving the earlier record holders, affectionately known as “Kin-san, Gin-san,” who attained idol-like status in the late 1990s for both their age and humor.About 29% of the population of 125 million in Japan, the world’s fastest aging nation, are 65 years or older, according to the health and welfare ministry. About 86,510 of them are centenarians — half of whom turned 100 this year.Due to anti-coronavirus measures, the certificates for their record were mailed to the separate nursing homes where they now live, and Sumiyama accepted hers with tears of happiness, according to Guinness.— Mari Yamaguchi, THE ASSOCIATED PRESSRELATED: Seeing double, the trials and tribulations of twinsSeniors"
28,https://www.vancouverislandfreedaily.com/news/covid-19-outbreak-over-at-esquimalt-care-home-island-health-says/,"Sep 17, 2021","COVID-19 outbreak over at Esquimalt care home, Island Health says","Island Health declared the COVID-19 outbreak at Sunset Lodge long-term care home in Esquimalt over Friday (Sept. 17).Since it began Aug. 27, six residents lost their lives to the virus.“Island Health extends our deepest condolences to the family, friends and care staff of those who passed away,” the health authority said in a statement.In total, 15 staff members and 21 residents tested positive for COVID-19. Island Health said it is confident the outbreak has ended, after all its recent rounds of testing produced negative results.The health authority said extensive cleaning and infection prevention measures will continue at the Salvation Army-owned care home. Social visits will resume on the first and second floors on Sept. 17, and on the third floor Sept. 20. Admissions and transfers will also resume on Sept. 20. Residents are now allowed to move around the home once again.READ ALSO:B.C. nurses’ union ‘cannot support’ COVID vaccine mandate that could mean fewer staffDo you have a story tip? Email:vnc.editorial@blackpress.ca.Follow us onTwitterandInstagram,and like us onFacebook."
29,https://www.vancouverislandfreedaily.com/news/3-more-residents-die-from-covid-19-at-esquimalt-long-term-care-home/,"Sep 8, 2021",3 more residents die from COVID-19 at Esquimalt long-term care home,"Another three residents of Esquimalt’s Sunset Lodge long-term care home have died from COVID-19, bringing the outbreak’s death toll to four.Island Health announced the additional deaths on Wednesday (Sept. 8), along with one more case of the virus. Since the outbreak was announced Aug. 27, 15 staff members and 21 residents have contracted COVID-19.Out of respect for the families of the deceased residents, Island Health isn’t releasing any personal information about them.“Island Health extends our deepest condolences to the family and friends of these individuals, and to the staff who continue to provide compassionate care through this difficult time,” the health authority said in its statement.READ ALSO:Sidney mother mourning the overdose death of her son calls for more government actionIt said the Salvation Army-owned care home recently completed a second round of COVID-19 testing for all its staff and residents, and all the staff and more than 80 of the residents’ results have come back negative.Island Health has also increased protective measures at the home, including putting admissions, transfers and social visits on hold while the outbreak is in effect; limiting resident and staff movement while maintaining staffing levels to provide resident care; requiring mask and eye protection for all staff; continuing enhanced cleaning and infection control measures; and screening all staff and residents twice a day for symptoms.Island Health will have an additional presence at the site to take any further actions required.READ ALSO:Saanich couple woken by strange smell discover house on fireDo you have a story tip? Email:vnc.editorial@blackpress.ca.Follow us onTwitterandInstagram,and like us onFacebook."
30,https://www.vancouverislandfreedaily.com/news/supporters-protest-conditions-at-pair-of-port-alberni-long-term-care-homes/,"Sep 7, 2021",Supporters protest conditions at pair of Port Alberni long-term care homes,"Close to 75 protesters with signs marched between FIr Park Village and Echo Village long-term care homes in Port Alberni on Tuesday, Aug. 31, 2021 to advocate for better conditions and management at the facilities. (SUSAN QUINN/ Alberni Valley News)Former healthcare workers and family members stand with signs in front of Echo Village long-term care home in Port Alberni on Aug. 31, 2021, advocating for better working conditions. (SUSAN QUINN/ Alberni Valley News)Former healthcare workers, family members and other supporters march from the parking lot at Echo Centre to the front of Echo Village long-term care home in Port Alberni on Tuesday, Aug. 31, 2021. (SUSAN QUINN/ Alberni Valley News)Former healthcare workers, family members and other supporters march from the parking lot at Echo Centre to the front of Echo Village long-term care home in Port Alberni on Tuesday, Aug. 31, 2021. (SUSAN QUINN/ Alberni Valley News)Mark Chase has lived in Echo Village for 11 years. He has seen first hand the changes in staffing and how it has affected residents, many of whom cannot speak for themselves. (Aug. 31, 2021) (SUSAN QUINN/ Alberni Valley News)Kristy Salter, right, who organized the protest, leads supporters from Fir Park Village to the front of Echo Village long-term care home in Port Alberni on Aug. 31, 2021. Salter said she wanted to give a voice to people who felt they couldn’t about working and living conditions in the two homes. (SUSAN QUINN/ Alberni Valley News)More than 75 former staff members, supporters, family members and at least one resident protested last week in front of Fir Park and Echo Village for better conditions in the long-term care facilities.Many of the protesters’ signs brought attention to staffing issues at both of the facilities, calling on the Alberni-Clayoquot Continuing Care Society (ACCCS)—which oversees both homes—to take action.Denis Sauve, a former City of Port Alberni appointee to the ACCCS board, said he attended the protest to speak up for staff and clients at both facilities. “We’re being a voice for staff members that are being intimidated and don’t want to come forward,” Sauve said.“It’s been ongoing for a long time. There’s staff shortages that need to be addressed, the workers that are working—the nurses and care aides—are working long hours and that’s one of the grievances put forward. But mostly you’ve got residents, you’ve got your loved ones in there and they haven’t had a bath for a week or two or three and it’s just unheard of. That’s what we’re trying to address, is to get the proper care.”Staff members were not involved in the protest, however, some of them stood across the street to watch the proceedings, including a union member with the Hospital Employees’ Union (HEU). None of them were willing to speak with media.A union spokesperson with the HEU confirmed for another news outlet that more than 100 grievances have been filed by staff members at both Fir Park Village and Echo Village. Sauve said the grievances are one of a number of concerns.“The fact that 100 grievances have been made by the staff, and none of them have been addressed in a timely fashion is not right,” Sauve said. “And staff members here have a collective agreement to be able to deal with these grievances, but they’re being ignored.“Now we have many workers on both sides that are worried to come forward. They don’t want to come forward because they’re worried about retribution.”Mark Chase has lived at Echo Village for 11 years. He rode his electric scooter among the protesters with his own sign proclaiming that he had been threatened with eviction because he spoke out about conditions inside the home.“I’m here to stand up for the staff and residents that can’t speak their piece,” he said. “I’ve been here for 11 years. I’ve seen what it was before, to what it is now. There’s no comparison: it’s just gotten worse and worse. Staff aren’t happy and I’m here for them.“They’re so short-staffed they can’t run properly with what they’ve got.”Kristy Salter organized the Aug. 31 protest after seeing a television news report where people aired their grievances. Salter, an education assistant (EA) with School District 70, said she is not a healthcare worker but she knows several people who work in Fir Park and Echo Village.“After receiving all these private messages from current staff members that are too afraid to speak because they’re worried about repercussions, I decided I would create this event and hopefully gather enough support to make this out in the open for the community,” Salter said.HealthcareIsland HealthPORT ALBERNISeniorsseniors housinggoogletag.cmd.push(function() { googletag.display('div-gpt-14');gptRefreshSlots.push(14); });"
31,https://www.vancouverislandfreedaily.com/news/shovel-ready-non-profit-seniors-housing-coming-to-port-alberni/,"Sep 5, 2021",‘Shovel-ready’ non-profit seniors’ housing coming to Port Alberni,"An innovative independent living facility for seniors is coming to Port Alberni at the site of the city’s former high school.The former Alberni District Secondary School site on Burde Street was purchased by District Group in 2017. Since the purchase, a number of single-family homes and lots and a multi-family apartment complex have been built on the 23-acre site. A series of duplexes and fourplexes are currently under construction.READ MORE: Housing gap widens in Port AlberniEarlier this month, District announced that they had sold a 2.5-acre property to Vancouver Resource Society (VRS) Communities Society to develop a non-profit housing complex for seniors and persons with disabilities. The property is located at Anderson Avenue and North Park Drive.“Excited to see this sale complete as it facilitates a quality and well-needed development of seniors housing in our community,” Port Alberni Mayor Sharie Minions posted on social media after the announcement. “Thank you to the District Group and Vancouver Resource Society for their work on this project.”VRS is a non-profit society that operates 11 sites around B.C. that provide accessible housing for seniors, families and people with disabilities.Port Alberni city council has approved a development permit for VRS to build a five-storey, 102-unit, apartment-style complex of independent living suites. The complex will also include a clubhouse with amenities, such as a dining room, lounge, commercial kitchen, bistro, e-learning centre, fitness room, games room and community gardens.“This is a very innovative concept for independent living,” explained Brad Tone, the VRS director of development. “We’ve created a clubhouse that is community-oriented in nature. This is something that seniors have been asking for.”The units will all be one- or two-bedroom units that are accessible to someone in a wheelchair. Units will be fully independent, with a full kitchen, but seniors can choose meal services and housekeeping services as needed. They will also be pet-friendly.“Pets are a part of the family,” said Tone.Tone said the building will be “primarily” for seniors, but it is also open to other people with disabilities who need somewhere accessible to live.The building will not be an extended care or long-term care facility, said Tone, but there will be care aides in the building to provide some services.District president and CEO Michael Nygren said that District had been in discussions with Port Alberni city council about the need for seniors housing in Port Alberni.“We’re so pleased to have sold this property to such a community-focused organization as VRS and look forward to see them realize this much-needed housing option for this area,” said Nygren. “A project of this nature and size will have a lasting social and economic impact for the city of Port Alberni and the Alberni Valley.”Ken Fraser, executive director for VRS, said the society had been looking into Port Alberni for a while because it has one of the highest rental market saturation rates in the province. This refers to how quickly new properties fill up after construction.googletag.cmd.push(function() { googletag.display('div-gpt-3');gptRefreshSlots.push(3); });Fraser liked the site because of its proximity to services (such as shopping and the local Echo Centre) and because of its park-like setting, surrounded by trees and trails.“We just felt it was perfect for this kind of use,” said Fraser. “Sites of this quality seldom come available and we were looking to bring this much-needed housing offering to Port Alberni and the Alberni Valley.”Fraser said that the City of Port Alberni has been “fantastic” to work with so far.“You have some great community leaders that got behind us early on,” said Fraser. “Without that, this wouldn’t be able to happen.”RELATED: Former ADSS property sells to Vancouver-based developersVRS is currently working with BC Housing on the financing aspect of the facility, after which construction will be able to begin. The VRS website currently estimates a 2023 opening.“We are basically shovel-ready on this,” said Tone. “We’re very optimistic that we’re going to be moving ahead very shortly.”Fraser explained that the units will not be subsidized, but he is planning for them to be affordable.“We’ll be extremely competitive,” he added.There are two components to the cost: the regular rental, as well as a service package (including things like housekeeping and meal service). Fraser said that VRS will first be targeting people looking for that package.googletag.cmd.push(function() { googletag.display('div-gpt-4');gptRefreshSlots.push(4); });“We’ve done a lot of research and connection with people in the community,” said Tone. “We think this is going to be good for Port Alberni. Seniors need an age-in-place solution that allows them to come in at any point in their lives and live independently. When the time comes that they need more services and facilities, they’re right there in the building for them.”VRS is planning to launch a website atwww.timberlinenorthpark.comwhere people will be able to learn more about the housing project. The website will go live on Sept. 6.You can learn more about VRS atwww.vrs.org.elena.rardon@albernivalleynews.comLike us onFacebookand follow us onTwitter"
32,https://www.vancouverislandfreedaily.com/news/another-sunset-lodge-staff-member-tests-positive-for-covid-19/,"Sep 3, 2021",Another Sunset Lodge staff member in Esquimalt tests positive for COVID-19,"One more Sunset Lodge staff member has tested positive for COVID-19, bringing the Esquimalt long-term care home’s outbreak total to 35.Island Health first declared the outbreak on Aug. 27. Since then, 15 staff members and 20 residents have contracted the virus, with one resident dying.Island Health says 78 other residents and 123 other staff members have had negative test results, and that the majority of residents who have contracted COVID-19 are experiencing mild or no symptoms.READ ALSO:University of Victoria survey shows high vax uptake; campus return details clarifiedThe health authority said it’s working with the Salvation Army-owned care home to respond to the outbreak and protect the health of all residents and staff.This includes putting admissions, transfers and social visits on hold while the outbreak is in effect; limiting resident and staff movement while maintaining staffing levels to provide resident care; requiring mask and eye protection for all staff; continuing enhanced cleaning and infection control measures; and screening all staff and residents twice a day for symptoms.Island Health will have an additional presence at the site to take any further actions required.READ ALSO:Another three flight exposures reported through VictoriaDo you have a story tip? Email:vnc.editorial@blackpress.ca.Follow us onTwitterandInstagram,and like us onFacebook."
33,https://www.vancouverislandfreedaily.com/trending-now/feisty-chilliwack-woman-who-continued-to-hike-at-age-95-celebrates-107th-birthday/,"Aug 18, 2021",‘Feisty’ Chilliwack woman who continued to hike at age 95 celebrates 107th birthday,"Hedy Sutulov may very well be Chilliwack’s oldest resident, and given how active a lifestyle she’s lived, it’s not hard to see why.Sutulov is celebrating her 107th birthday today (Wednesday, Aug. 18) and it was only a little more than 10 years ago that she stopped doing one of the things she loved most – hiking.She hiked to the top of Mt. Cheam at age 85 and went up again (though not to the summit) at the age of 90. She continued to hike until she was 95.And to access those mountains? She owned a Jeep, naturally.She had it for 22 years before a thief stole it when she was 101. It happened just a few months after she moved into her current home at Chartwell Birchwood Retirement Residence.Sutulov’s lived in B.C. for more than 40 years and she calls them the “best” years of her life."
