,links,dates,header,body
94,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/07/29/assistive-technologies-it-s-not-for-me-i-m-not-there-yet,29 July 2020,"Assistive technologies: Itâs not for me, Iâm not there yet!","['The World Health Organization predicts that by 2050, the number of people aged 60 and over will reach two billion.(1) Many of them will experience physical and cognitive changes associated with aging: vision loss, hearing, memory, strength and mobility. To reduce limitations or improve physical and cognitive functions, it is possible to use what are called ""assistive technologies"". For example, walkers, canes, motorized scooters, hearing aids, and wheelchairs allow people with disabilities to stay active and mobile in the community. Likewise, smartphones and tablets can be used to support people with dementia, providing them with reminders, storing information and keeping track of events. As the older adult population continues to grow, assistive technologies can play an important role in promoting healthy aging and independent living. Of those living with a disability in Canada, 81% report using some sort of assistive technology (for example, hearing aids, magnifiers, wheelchairs, and hand and arm supports), and 30% of those aged from 45 to 74 report experiencing unmet need for assistive technologies, which increases to 44% among those reporting severe disability.(2; 3)Despite the potential benefits and unmet needs for assistive technologies, some older adults remain reluctant to use them. Some even say that ""it is not for me, I am not there yet"" ... What can explain this reluctance? A systematic review of 49 articles examined how the desire to maintain an identity compatible with competence, independence and autonomy influences the decision-making processes of older people about assistive technology adoption.(4) Despite the great diversity of populations and technologies studied, the importance of self-image in decision-making was evident. This review revealed five themes: 1. Resistance to stereotypes related to aging or disability The fear of being stigmatized or discriminated strongly influences older adults not to adopt certain assistive technologies. Robots, alarms and mobility devices are seen as a visible sign of aging in a society that too often equates aging with disability. Additionally, some older adults fear that they may be the only person using assistive technology in public spaces. However, if others around them use similar technologies, their self-image seems to be improved. Conversely, some older people feel compelled to adopt modern technologies to avoid being labeled as old or outdated. 2. Independence and sense of control Maintaining independence and autonomy is essential for healthy aging, and older adults do not want to be seen as a burden. This is why technologies which extend autonomy in daily activities can be seen in a positive light. Older adults want to be in control of their lives and prefer to use technologies they can control. For others, on the contrary, the use of assistive technologies confirms their loss of independence and they reject this negative image and the technologies associated with it. Some also fear becoming dependant on assistive technologies. 3. Aesthetics Until recently, the design of many technologies for older adults was largely dictated by function, regardless of aesthetics (which refers to appearance, feel and size). However, older people prefer low-profile technology to avoid possible embarrassment and stigma that may be associated with it. 4. Technologies of last resort Many older adults only consider assistive technology as a last resort, if they become disabled, ill, lonely or demented, or if their doctor advises them to use one. And again, they can still question this recommendation if it is perceived as incompatible with their perception of their own capacities. Often, older adults would rather stay at home and forgo participating in social and community activities they hold dear rather than using technology that puts their disability first. 5. Privacy While some older adults are willing to accept technological inclusion into their lives in exchange for greater security, independence and autonomy, many fear that someone may be spying on them and their data may be stolen or used against them. Findings from this research can shed light on how to approach conversations and decisions about the use of assistive technology. If you are a caregiver would like to engage in a conversation with their loved one about assistive technologies, remember the following: 1. Be sure to discuss with them about their needs, preferences and concerns; 2. Highlight how these technologies can meet their needs (increase their independence and autonomy, increase their mobility and social interactions, help them age at home as long as possible or improve their quality of life); 3. Examine whether certain technologies can better respond to their needs and concerns, whether in connection with the aesthetics of the technology or fears relating to their privacy; and 4. Ask their healthcare professional if decision aids are available to help make decisions about assistive technologies, but also resources that can help you and your loved one navigate publicly-funded programs and charities to obtain assistive technologies.']"
95,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/07/22/knowing-your-numbers-to-help-keep-your-blood-pressure-in-check,21 July 2020,Knowing your numbers to help keep your blood pressure in check,"['Why worry about high blood pressure? Defined as a blood pressure above 140/90 mmHg (1-3), it affects nearly one in four Canadian adults (1;4) and is the leading preventable risk factor for heart disease (1;2;5;6). If left untreated, it increases the risk of serious conditions like heart attack, stroke, heart failure, kidney damage, and vision loss (2;6-8). Most people recognize it’s important to keep their blood pressure within a healthy range. Unfortunately, some folks may not know they have high blood pressure, or struggle to access services for treatment. This is because blood pressure screening often occurs at routine visits with a primary health care provider, which excludes people who do not, or cannot, regularly visit such providers (3). Even those who know their blood pressure is high may struggle to take their medication as prescribed or may not participate in the follow-up care that allows their health care provider to develop effective individualized treatment plans (2;9-11). How can these barriers to effective blood pressure management be overcome? Twosystematic reviewsexplored whethercommunity-based screeningnot done by a physician (blood pressure screening that occurs outside of a traditional healthcare setting, such as at a pharmacy or mobile health unit) (3) andself-monitoring(when a person checks their own blood pressure) (9) are potential solutions. When it comes to detecting high blood pressure, community-based screening can be a successful approach. This type of screening can also include a referral to healthcare services, which may lead to a new diagnosis of high blood pressure or new treatment in some cases. It is, however, not yet clear which types of community-based screening are most effective, and there is a need for further research in this area (3). For those who face barriers to accessing routine primary healthcare services, community-based screening could be a helpful first step in helping to identify high blood pressure. When it comes to managing high blood pressure, self-monitoring may help people take their medication as prescribed, thereby aiding in lowering blood pressure. Even better, when blood pressure measurements are forwarded to a physician, physicians may be able to adjust treatment plans to individual patients’ needs to achieve better blood pressure management. Self-monitoring, however, does not appear to improve lifestyle habits such as diet and exercise. With that said, more research is needed to establish the most effective self-monitoring practices and strategies for lowering blood pressure (9). The bottom line…know your numbers! Community-based screening and self-monitoring can be important approaches to overcoming the barriers to effective blood pressure diagnosis and management, providing an avenue towards better health outcomes for people with high blood pressure.']"
96,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/07/15/do-not-go-through-the-ordeal-alone-grief-in-times-of-pandemics,15 July 2020,Do not go through the ordeal alone: Grief in times of pandemics,"[""End-of-life care, grief and bereavement experiences have been greatly disrupted since the start of the COVID-19 pandemic.(1; 2) Various public-health measures had to be taken to stop the spread of the virus. Just think of measures of physical distancing, measures of isolation and confinement in certain establishments (including hospitals and long-term care and accommodation centers), measures of taking care of bodies and services funeral, or measures related to the ban on gatherings.(3) Although these measures are important to slow the spread of COVID-19, they have resulted in many families losing loved ones without being able to accompany them in their last moments, or to honor their memory at public events. There is no doubt that this can contribute to the grief and distress of the bereaved. What can we learn from past pandemics and infectious disease outbreaks about the care or supports required to allow people to grieve when strict public-health measures are in place? A recent systematic review identified six studies examining the impact of infectious disease outbreaks on grief and bereavement in West Africa (Ebola), Haiti (cholera) and Singapore (SARS).(4) This review reveals that few studies have been done on this subject. In addition, the majority of these studies came from low and middle-income countries (except Singapore) and from countries with different cultural and spiritual belief systems than those prevalent in Western societies. However, several elements may apply to the current COVID-19 pandemic. Also, although the studies did not specifically focus on those who are bereaved and focused on those who have had the disease and have recovered, it is recognized that survivors of cholera, Ebola or SARS pandemics have been confronted on the death of several of their relatives. Studies have thus identified three common themes related to death, grief and bereavement in a pandemic. 1. A loss experienced at different levels: in addition to the loss of family members and the fact of witnessing the death of other people, individuals also experience a symbolic loss of lifestyle, culture and social practices during pandemics. The mode of transmission of infectious diseases usually require containment and physical distancing measures which go against the desire to offer close, compassionate care to patients and their families at the end of life. 2. A great uncertainty:the rapid and uncertain evolution of certain illnesses does not adequately prepare families for the imminent death of their loved one. In addition, the information provided by authorities and the interpretation made by individuals based on their perceptions and beliefs can help to nurture this uncertainty and delay the psychological preparation for death. This uncertainty can create fear among patients, caregivers and professionals, and lead to increased psychological distress and sometimes even angry reactions towards individuals and institutions. 3. A limited capacity for social support:the ability of individuals to support themselves during illness, grief and bereavement is limited during pandemics, whether between patients, families, caregivers or professionals. For example, the requirement to wear personal protective equipment and the isolation of infected patients limits physical contact and restricts visits by family members. In addition, the implementation of physical distancing measures and the prohibition of public gatherings prevent family members and friends from coming together to collectively grieve. If you have experienced the loss a loved one during the pandemic, there are a few steps you can take to help you grieve: Stay connected.Invite people to call you or set up conference calls or virtual conferences with family and friends to stay in touch. Share stories and photos by post, email, phone, video chat or through apps or social media.(5) Reinvent mourning rituals and practices.We need mourning rituals and practices that arerespectful, consistent with the faith or culture of families, to mark the departure of the loved one during pandemics. Why not create a virtual memory book, blog or web page so that family and friends can honour the memory of your loved one, share memories. Prepare your loved one's favorite meal or any other concrete gesture that had significance and can remind you of them.(5) Ask for help.Getting help is essential if you or a loved one is going through a crisis or needs emotional support.(5)Crisis Services Canadaprovides a list of crisis and listening centers across the country (including local grief and bereavement support groups). These centers are there to respond to people who ask for help.""]"
97,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/07/08/mental-well-being-what-s-food-got-to-do-with-it,8 July 2020,Mental well-being: Whatâs âfoodâ got to do with it?,"['From weight loss and weight maintenance (1;2) to chronic disease prevention and management (3-9), what we put into our bodies plays a role in “shaping” our physical health. The benefits of eating a healthy and well-balanced diet for physical wellness are widely recognized (1-9). Sticking to a healthy diet, however, can be challenging even under the most normal of circumstances. Add an unexpected pandemic into the mix and this goal may seem even farther away! Think about it like this: when we’re happy, we often gather around food to celebrate; when we’re sad or worried, we sometimes turn to food for comfort; and when we’re bored, eating or cooking can give us something to do to pass the time. These are just a few examples to highlight how our eating behaviours can be influenced by our emotions. Given that boredom, feelings of sadness, worry, and stress are trademarks in times of crisis, like the current global pandemic (10), it should come as no surprise that along with mental well-being, diet may also be impacted. That brings us to the big question…should folks be paying attention to their diet in this already difficult time? We can look toa recentsystematic review, which delved deeper into whether improving diet can impact mental well-being, for insight (11). The review examined a variety of different dietary strategies that focused on cutting down on fat intake and increasing healthy nutrients, for example. The studies within the review mostly included people who reported a low mood but didn’t have a diagnosis of depression or anxiety. Overall, it appears that dietary strategies may result in small improvements in mental well-being, and in particular, mood. However, no effect is seen on anxiety. Although the findings are an encouraging first step, there were large differences between the studies included within the review. As a result, more research is needed to establish which dietary components and features are best for enhancing mental well-being, and to inform the development of effective strategies (11). Given the established physical health benefits (1-9) and emerging evidence around mental well-being (11), it doesn’t hurt to reflect on your diet and perhaps how it has changed over the past several months in response to the pandemic. Remember to not be too hard on yourself, these are trying times and it’s never too late to start focusing on your well-being. This self-reflection exercise may increase your awareness of areas where adjustments can be made or where support can be sought. Reaching out to a health professional, such as a registered dietitian, is always a good place to start. Together you can collaborate on an individualized plan that works best for you. Don’t know how to connect with a dietitian? Here are some tips: Reach out to your primary health care provider for help with a referral. Visit theDietitians of Canada websitefor a list of helpful resources. Do some research into services offered by grocery store chains or pharmacies in your area. Some are now providing dietitian services online or by phone.']"
98,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/06/30/rebuilding-greener-healthier-and-stronger-economies-to-face-climate-change,30 June 2020,"Rebuilding greener, healthier and stronger economies to face climate change","['The last decade has been the warmest ever recorded. Carbon dioxide (CO2) levels and other greenhouse gases in the atmosphere rose to new records.(1; 2) Weather patterns are changing, sea levels are rising, and extreme weather events are becoming more common (such as droughts, fires and floods).Climate change is affecting everyone on the planet, but research evidence shows that it is disproportionately affecting older adults.(3; 4) Many older adults live in urban and densely populated areas and are likely to be increasingly affected by climate stressors, such as hurricanes, droughts, floods, infectious disease, air pollution, and rising summer temperatures. They may also have chronic health conditions (diabetes, respiratory problems, cardiovascular diseases), as well as other social conditions (social isolation, limited income and poor housing) that put them at greater risk.(3; 4)For some, climate change seems inevitable. But recent events have shown that it may be possible to change the course of climate change. The COVID-19 pandemic has been marked by a massive loss of human lives, as well as personal tragedies due to the social and economic impact of COVID-19. However, the pandemic has enabled us to observe a dramatic change in greenhouse gas emissions, which are expected to drop about 6% in 2020 due to travel bans and economic slowdowns.(5) This significant improvement may only be temporary if we go back to our normal ways, but local, national and international leaders are advocating for changes.(6)As countries move toward rebuilding their economies after COVID-19, their recovery plans can shape a new path towards greener, healthier and stronger economies. The head of the United Nations Environment Programme, Inger Andersen, indicated that the current COVID-19 crisis is an opportunity for “a profound,\xa0systemic shift to a more sustainable economy\xa0that works for both people and the planet.”(7) Thus, national economic plans could help us recover from the COVID-19 pandemic, while at the same time posing positive climate actions. Older adults are “an untapped, renewable resource on climate\xa0action”.(8) Many are calling to tap into the ‘gray power’ to support intergenerational climate action.(8) Indeed, older adults can play several meaningful roles:Advocating for positive climate actions in the recovery plans(for example, using taxpayers’ money to create green jobs and inclusive growth when rescuing businesses and otheractions proposed by the United Nations); Raising awareness about climate change as a pressing global issue; and Encouraging individuals to take simple actions(the United Nations’ActNowcampaign lists 10 actions from taking shorter showers to buying local produce). Older adults can be empowered to bring about change and leave a greener and healthier legacy for future generations.(8)']"
99,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/06/23/5-research-based-ways-to-support-those-living-with-type-2-diabetes,23 June 2020,5 research-based ways to support those living with type 2 diabetes,"['“Diabetes is one of the biggest global health crises of the 21st century.”These powerful words were spoken by Dr. Margaret Chan, former Director-General of the World Health Organization (1). Around the world, over 420 million people live with diabetes, and this number is gradually rising. Type 2 diabetes in particular accounts for the vast majority of diabetes cases (2). Type 2 diabetes is a chronic illness, meaning that folks who live with this diagnosis may face a long-term battle coping with a number of potential symptoms and side effects. However, type 2 diabetes can be successfully managed, and finding new and effective ways to do so is likely a top priority for this who live with this disease day in day out. Do you or someone you know have type 2 diabetes? Click on the links below to learn more about some of the different strategies that can help in managing the disease and avoiding related complications. 1. Make exercise a part of your routine Exercising on a regular basis is important for both theprevention and managementof type 2 diabetes. On the management end, aerobic exercise can lower blood sugar levels and enhance fitness, especially when performed over longer periods of time or at higher intensities (3). For those looking to start with a slower paced activity, or to spice up their current routine,yogaand exercises based in traditional Chinese medicine—such astai chi and ba duan jin—may be worth a try (4;5). Research indicates that yoga may improve blood sugar control, and decrease blood pressure,body mass index(BMI), and cholesterol (4). Similarly, the potential individual benefits of tai chi and ba duan jin on factors such as blood sugar, BMI, quality of life, and symptoms of depression have also been shown. Building up to 150 minutes per week (or half an hour five times a week) of exercise is particularly effective (5). 2. Try a diabetes self-management program Diabetes self-management programscan help older adults with type 2 diabetes lower their blood sugar levels, blood pressure, and cholesterol by a small amount. But not all programs measure up. The most effective programs are individualized programs that match the needs and goals of the person, and those that include a focus on mental health (6). 3. Pay attention to your foot health Individuals with diabetes face challenges aroundmaintaining the healthof their feet. This is often the result of nerve damage that can occur due to diabetes. To prevent foot disease, knowing the signs that indicate that something is wrong is important. Keep note of any times where you lose feeling in the feet or experience tingling and numbness. Second, daily foot care is a must, including monitoring (checking for wounds, cracks, blisters, dryness, and toenail changes), cleaning, and moisturizing. The good news is it can also be done at home. Other tips include wearing shoes, not being barefoot, and regularly having your feet assessed by a professional (7;11). 4. “Plug into” the tech Dear gadget lovers you are in luck! Technology can play a role in improving diabetes outcomes. Take for examplewearable technology—such as pedometers or fitness trackers. Research shows that these devices can help users to improve blood sugar levels, certain aspects of blood pressure, and BMI by a small amount when added to one-on-one counselling with goal setting focused on increasing physical activity (12). Smartphones are another modern day gizmo to consider adding to your self-management toolkit. Why? Well,mobile phoneappsmay help folks achieve better control of their blood sugar levels, while potentially providing remote access to feedback from their health care provider (13;14). 5. Learn from your peers It is often said that people are experts in their own experience. If this is true, than in addition to understanding and support, those who live with type 2 diabetes have a wealth of knowledge they can share with others coping with the same life-long challenge. Indeed,evidence showsthat peer support may help individuals to lower blood sugar levels, especially when received frequently and in a one-on-one format (15). From exercise to foot health to peer support, a variety of strategies and techniques are available to assist those living with type 2 diabetes in better controlling their blood sugar levels, as well as managing other aspects of their health and well-being.']"
100,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/06/17/do-not-take-a-back-seat-be-engaged-in-decisions-that-affect-your-health-and-wellbeing,17 June 2020,Do not take a back seat: Be engaged in decisions that affect your health and wellbeing,"[""Throughout life, we face many difficult decisions that can significantly affect our health and well-being. They can be about treatment and care options, finances, legal issues, driving, housing among others.Some of these decisions can be particularly complex. For example, a recent systematic review identified 88 factors influencing housing decisions among frail older adults.(1) That means that choosing to stay at home or move to a senior’s residence (or somewhere else) can be influence by 88 factors. Another example is the process of being discharged from hospital to home (which is quite common for older adults). A recent study revealed that there are 52 moments when a choice must be made during the hospital-to-home transition period.(2-3)We often take for granted that we will have a say in decisions affecting us. However, a large proportion of older adults and caregivers are not formally engaged in discussions about their own health and well-being. In a 2018 survey of 1,591 Canadians (of whom 939 had received health services in the previous year), only 36% of older adults said they were often presented with choices, and only 35% were often asked what mattered to them.(4)How can we support older adults, their families and their caregivers to be engaged when it comes to matters that affect their health and wellbeing? Shared decision-making is a collaborative process whereby health and social care providers support individuals in making decisions informed by the best available evidence and what matters most to them.(5) Research evidence shows that shared decision-making leads to better care experiences and health outcomes for patients, as well as improving the use of healthcare resources.(6-9)Many tools and services can support older adults, families and caregivers. For example,decision coachesare trained professionals who provide support to develop patients' skills in thinking about the options, preparing for discussing the issue in a consultation with their providers and implementing the chosen option.But perhaps the most commonly used tools are the decision aids. These are tools that help patients, families and caregivers become involved in decision making around difficult issues. They provide information about the options and outcomes (based on the best available research evidence), and by clarifying personal values to help people navigate between the different options.Systematic reviews found that decision aids can:- help patients to be better informed with more realistic expectations;(10)- clarify their values in order to make a choice;(10)- reduce the overuse of unnecessary and ineffective treatment and care options;(10)- increase the uptake of effective treatment and care options;(10) and- reduce harms and increase patient safety.(6) Being engaged in decisions that affect our lives is not a privilege, it is a fundamental right. Think about the following steps: 1. Identify the decision to be made (in collaboration with your family, caregivers, and providers); 2. Find the right tools and support to take an informed decision that is aligned with your goals, your values, your preferences and the best research evidence available. Your providers may be able to offer you relevant tools and support such as:- decision coach;- a conversation guide (that you can use to ask questions to your providers); or- a decision aid (if not, you can check the repository of decision aids by theMcMaster Optimal Aging Portalin partnership with theOttawa Hospital Research Institute, or theDecision Boxhosted by Université Laval) 3. Have another conversation with your family, caregivers and providers to make sure that your goals, values and preferences are incorporated into the decision.""]"
101,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/06/11/working-to-achieve-or-maintain-a-healthy-body-weight-these-3-evidence-based-tips-may-help,10 June 2020,Working to achieve or maintain a healthy body weight? These 3 evidence-based tips may help,"['Overweight and obesity are global issues. Worldwide, more than 650 million individuals over the age of 18 were living with obesity in 2016 (1;2), and over 1.2 billion adults were classified as overweight (1). These groups represent folks who are at a greater risk of a variety of chronic diseases, including type 2 diabetes, some types of cancer and heart disease (1;3). People living with overweight or obesity may also find it more challenging to complete necessary or desired everyday activities (4). These impacts highlight the importance of achieving and/or maintaining a healthy weight. However, making this goal a reality is no easy feat. Click the links below for some tips that that can help you find success. 1. Consider changes to diet and exercise, using strategies that provide encouragement, and self-monitoring When it comes to losing weight,research paints the picturethat in adults who are classified as overweight, making changes to your diet alone is more beneficial than making changes to your exercise routine alone. But the best strategy is one that combines both diet and exercise (5). In terms of dietary patterns,there is some evidencethat those who follow vegetarian diets can lose more weight than those who do not (6). When it comes to maintaining weight,it appears several strategies may assistin holding off weight gain in adults, although no specific strategies can be suggested over others. Overall, diet changes such as following a low-fat diet or eating more fruits and vegetables, along with monitoring your heart rate while exercising and receiving reinforcement through text messages or group support may be beneficial (7). 2. “Live in the moment” with mindfulness training Mindfulness training is a technique that emphasizes being aware of what you are thinking, feeling, and sensing, and of what is around you (8).Encouraging evidence showsthat engaging in mindfulness activities can reduce impulsive eating and binge eating in adults with overweight or obesity. It can also help folks trying to increase their physical activity (9). If you are looking to “dip your toes” into mindfulness, a number of internet-based programs are available (10). 3. Seek support through lifestyle counselling programs Sticking to changes you have made to your diet and exercise routine can be hard. The good news is you don’t have to go it alone.Research on behavioural lifestyle counselling programs, which often provide participants with in-depth guidance and support, reveals that behaviours around diet and exercise can be improved. What’s more, in adults who have at least one risk factor for cardiovascular disease, positive effects can be seen on a variety of health outcomes, including body weight, blood sugar levels, cholesterol, blood pressure, and diabetes (11;12). The importance of an interactive component within lifestyle programs is highlighted throughadditional research. This research found that online weight loss programs that provide personalized feedback can help overweight and obese adults lose more weight in the short-term than programs that do not offer this type of feedback (13). If you are considering making changes to your diet or exercise routines, speak with your health care provider before you start. They will help you assess whether these changes are right for you or how to best go about applying them. It is no secret that the road to achieving or maintaining a healthy weight can sometimes be a bumpy one, and that is okay. This is a long-term journey. Luckily, from diet and exercise to mindfulness training, there are several strategies that show promise in helping you attain results and overcome hurdles along the way.']"
102,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/06/03/don-t-let-stigma-spread-like-a-virus,3 June 2020,Don't let stigma spread like a virus,"['Crises often bring out the best in us, but it can also bring out the worst. Since the beginning of the COVID-19 pandemic, we have seen surges of solidarity at the local and community level, people trying to break the wall of isolation using virtual means, as well as collective efforts aimed at respecting the complex and restrictive public health measures.But pandemics, like the one we are experiencing, are also fertile ground for social stigma.(1) When it comes to health, social stigma refers to the negative association between a group of people who share certain characteristics and a specific disease. This means that people are labelled, stereotyped, discriminated against, and treated unfairly because of a perceived connection to the disease.(2)The current COVID-19 pandemic has caused such stigma towards various groups, including people of Asian descent (several individuals and public figures tried to blame them for the COVID-19 pandemic); people in close contact with the virus (such as healthcare workers in long-term care facilities that have been severely affected by the pandemic); but also older adults.(1; 2; 3)The World Health Organization and many researchers have expressed concerns about a strong trend towards stigmatization of older adults and intergenerational divisions since the beginning of the pandemic. Whether in the press, social media and public discourses, older adults are often portrayed as vulnerable, frail, helpless and unable to contribute to society.(2; 3; 4) Several factors may have contributed to fueling social stigma during the COVID-19 pandemic. It is a new disease for which there are still many unknowns. People are often afraid of the unknown and it is easy to associate such fear with “the others.”(2) More factors could also fuel the stigmatization of older adults, notably ageism already common in our societies, the use of arbitrary age cut-offs by public health authorities (for example, recommending that all people aged 70 and over stay confined) (3), and the fact that several outbreaks took place in long-term care facilities. In addition, government responses to the pandemic have greatly affected the lives of many people (from school and business closures, to massive job losses). This may have fueled intergenerational divides and prompted many to question certain public health measures affecting the entire population (rather than strictly targeting older adults). Social stigma can have dire consequences, especially during pandemics. It can undermine social cohesion and cause possible isolation of certain groups. This can lead to more serious health problems and difficulty in controlling pandemics. It can lead people to hide that they are infected with the virus to avoid being discriminated against, prevent them from seeking care when in need, or discourage them from adopting healthy behaviours.(2; 3) You can do your part to fight social stigma during the COVID-19 pandemic. -Be aware of the weight of words: Avoid using terms that fuel stereotypes and that suggest that older adults are all fragile and vulnerable.(2) -Spread the facts: Misinformation about how the virus is transmitted and treated, or about the effectiveness of public health measures, can reinforce social stigma. Make sure to share trustworthy and evidence-informed information with your friends and family.(2; 4) -Remind people about the importance of social cohesion: A lack of social cohesion can seriously undermine the effectiveness of public health\xa0measures to respond to the pandemic. Our ability to weather these hard economic and social times depends on our capacity to stick together.(2; 4) -Encourage intergenerational solidarity: Share stories that humanize the experiences and struggles of people of all ages affected by the pandemic, and emphasize the need to support one another.(1; 2; 4)Together, we can fight the pandemic and become stronger, united communities.']"
103,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/05/28/laugh-out-loud-leaning-on-laughter-and-humour-during-difficult-times,27 May 2020,âLaugh out loud!â Leaning on laughter and humour during difficult times,"['Amidst the ongoing COVID-19 pandemic, many folks may be experiencing increased worry over contracting or spreading the virus, concern for loved ones, and the sorrow, loneliness or social isolation that can accompany the need to be physically distant from others. In fact, stress, sadness, and fear are “par for the course” in times of crisis (1), so finding ways to inject laughter and humour into our days to help us maintain perspective can seem challenging. But it’s worth a try, after all they do say that “laughter is the best medicine…” Onerecentsystematic reviewshed a little bit of light on some strategies we can use to incorporate laughter and humour. These strategies are aptly titled “laughter and humour interventions” (2). One common example of a laughter intervention is laughter yoga, a combination of yoga breathing and laughing exercises (2;3). Humour interventions involve purposely using a humorous activity—such as watching a funny movie or telling jokes—to help people identify, communicate, and value the at times inconsistent or seemingly ridiculous aspects of life in a fun way (2;4;5). What makes these strategies even more relevant at the moment is that some can be done at home. This can be as easy as popping on a funny movie, registering for an online laughter yoga program, or following along with online videos. Although there are versions of these strategies that require payment, others can be free. So, should you invest time and potential resources into “tickling your funny bone? The review looked at adults engaging in laughter interventions such as laughter yoga and laughter exercises—either alone or in combination with other activities—or humour interventions such as skills training or watching a funny movie. These folks were generally compared to those maintaining their regular lifestyle. Overall, some evidence shows that laughter and humour interventions may help to reduce feelings of sadness and worry in adults. However, the size of the impact is only small to moderate. Another check-mark on the side of laughter interventions is that they may give a small boost to sleep quality, although this positive finding is only based on a couple of studies included in the review. The authors of the review also note that, so far, there appears to be no negative side effects from trying out these strategies. With that said, it’s important to keep in mind that more research with a greater number of participants and different populations and study designs is needed to confirm any positive effects. Where does that leave us? Well, given that these strategies are seemingly safe and have the potential to be accessible, they may be worth a try. So, consider popping on a funny movie and settling in for a night of laughter, or check-outing a guided laughter yoga session online. If you’re really brave, plan a virtual stand-up comedy night with your friends/family and actively participate in some joke telling. These are just a few of the many ways we can inject some humour and laughter into our lives during these difficult times. Please note that these strategies should never replace treatments prescribed to you by a health care professional. If you are looking for more tips on self-care during this pandemicorare experiencing high-levels of mental distress, please refer to theGovernment of Canadawebsite for information on strategies you can implement or resources you can access for support.']"
104,https://www.mcmasteroptimalaging.org/blog/detail/blog/2020/05/20/urban-green-spaces-designed-for-all-generations,20 May 2020,Urban green spaces designed for all generations,"[""Do you enjoy walking, cycling, gardening, yoga or tai chi? Summer is upon us and you are likely eager to stretch out after weeks of confinement due to the COVID-19 pandemic (while respectingpreventive measuressuch as physical distancing). If you live in the city, many urban green spaces, such as parks and trails are available to enjoy in your neighbourhood. With the aging population and knowing that on a global scale, approximately two out of three persons will live in an urban environment by 2050,(1) more and more social and physical infrastructure are designed to meet the needs of different urban populations, including older adults. But what do we know about the capacity of urban green spaces to improve health and well-being of older adults? A recent systematic review of moderate quality examined 38 studies on the effects of various interventions aimed at creating, maintaining and preserving urban green spaces.(2) These interventions concerned parks, the development and improvement of urban greenways or walking and cycling trails, urban 'greening' and large ecological construction projects for environmental purposes such as green roofs and rain gardens (to manage rain water runoffs). Although studies have been mainly conducted in high-income countries, such as the United States, Australia and the United Kingdom, the results are promising: better physical health, improved well-being, lower levels of stress, reduction in crime and increased perception of security, but also greater biodiversity. The evidence is also strong on the importance of turning vacant lots or urban streets in more environmentally friendly spaces: improved well-being, greater biodiversity, but also an increased sense of security and less vandalism. The development of rain gardens and green roofs, as well as the planting of trees also allow better control of rainwater, and help to address ‘heat islands’ that are created in urban areas and that can be overwhelming for older adults. Research has also shown that to obtain tangible results, it is not enough to physically adapt those green spaces. They must also be promoted to encourage their use by older adults. Any initiative is not without consequences, however. It is essential to consult different populations (including older adults) and experts in different fields (urban planning, landscaping, ecology, engineering, health, economics, etc.) to minimize certain undesirable effects. For example, adding lighting in parks increases the feeling of security and promotes more frequentation of the park, but may keep birds away and reduce biodiversity due to light pollution. In the coming days and weeks, as you begin to explore more of the urban green spaces in your area, take note of the possible improvements in order to share your observations and recommendations with your elected municipal officials or the managers of these spaces. Here are a few known measures that can improve urban green spaces that will encourage people to use them more frequently: - design urban green spaces so that it is safe, accessible and without obstacles - create walking paths with non-slippery materials and minimize slopes - install road signs and maps in the paths to allow people to orient themselves and measure the distance travelled - set up visible signage to indicate the name and entrances to the park - encourage gardening by setting up a community garden (and set up a clear protocol aimed at ensuring the health and safety of users in times of pandemic) - keep the premises clean and promote a sense of security by collecting garbage daily, installing more lighting, emergency telephones and security cameras - promote urban green spaces in neighbouring residencesYour ideas matter. Together we can improve the green spaces in our communities.""]"
