,date_time,tweet_id,author_id,tweet_text,account,cleaned_text,hashtags
17,2021-09-29T12:09:27.000Z,1443186154615021581,19636948,"UPDATE: Elderly woman dead after two-alarm condo fire in Leaside
https://t.co/zb996qJv5Q",CP24,UPDATE: Elderly woman dead after two-alarm condo fire in Leaside,[]
18,2021-09-29T09:30:36.000Z,1443146180809080841,19636948,"Elderly woman in life-threatening condition in hospital after fire at condo building in Toronto's Leaside area
https://t.co/TJq36BXRQX https://t.co/rVAHotiGVD",CP24,Elderly woman in life-threatening condition in hospital after fire at condo building in Toronto's Leaside area,[]
19,2021-09-28T20:26:11.000Z,1442948777036304388,19636948,National advisory committee recommends booster for seniors in long-term care https://t.co/J5fSiDd7AM,CP24,National advisory committee recommends booster for seniors in long-term care,[]
20,2021-09-23T03:09:57.000Z,1440876057784115201,19636948,"FDA backs Pfizer COVID-19 boosters for seniors, high-risk individuals https://t.co/oA4CEi03yq",CP24,"FDA backs Pfizer COVID-19 boosters for seniors, high-risk individuals",[]
21,2021-09-14T13:40:58.000Z,1437773368036667396,19636948,"Durham Regional Police are urging witnesses to come forward following a crash in Whitby that left an elderly man dead.
https://t.co/dPORzYsjnt https://t.co/7ba4v3AgJl",CP24,Durham Regional Police are urging witnesses to come forward following a crash in Whitby that left an elderly man dead.,[]
22,2021-09-03T11:55:30.000Z,1433760560492027905,19636948,"Toronto police are searching for a missing elderly man who took his sail boat out on the water on Thursday afternoon and has not been seen since. 
https://t.co/kfeUcedya9",CP24,Toronto police are searching for a missing elderly man who took his sail boat out on the water on Thursday afternoon and has not been seen since.,[]
23,2021-09-01T09:48:54.000Z,1433003927696457731,19636948,"Ontario optometrists stop providing OHIP-covered services for kids and seniors after talks over compensation with Ford government fail
https://t.co/VODek8haph",CP24,Ontario optometrists stop providing OHIP-covered services for kids and seniors after talks over compensation with Ford government fail,[]
24,2021-08-26T22:31:46.000Z,1431021580033921029,19636948,"Police release new images of suspects accused of assaulting elderly man in East York
https://t.co/pAPxJUsjG4 https://t.co/sQwiTc2Rm6",CP24,Police release new images of suspects accused of assaulting elderly man in East York,[]
25,2021-08-26T19:11:21.000Z,1430971141779337222,19636948,"Ontario avoided at least 2,700 'severe outcomes' including hospitalization and death among elderly people due to the COVID-19 vaccine campaign: report
https://t.co/lcgTa9HZOY",CP24,"Ontario avoided at least 2,700 'severe outcomes' including hospitalization and death among elderly people due to the COVID-19 vaccine campaign: report",[]
26,2021-08-26T15:29:49.000Z,1430915394802495491,19636948,"Liberals will hike supplementary pensions for low-income seniors, Trudeau says https://t.co/MGHVkqD4Iz https://t.co/m9KFwGR5ms",CP24,"Liberals will hike supplementary pensions for low-income seniors, Trudeau says",[]
27,2021-08-19T09:41:21.000Z,1428290981875564546,19636948,"Party leaders to speak on seniors, health care as campaign steams on
https://t.co/s5b2xPTrf9",CP24,"Party leaders to speak on seniors, health care as campaign steams on",[]
28,2021-08-17T17:04:49.000Z,1427677808759910404,19636948,"Ontario to give 'booster' 3rd COVID-19 vaccine dose to select elderly and vulnerable groups; will allow 11-year-olds to get the shot
https://t.co/daPGYujeDD https://t.co/TJF7AgtSi9",CP24,Ontario to give 'booster' 3rd COVID-19 vaccine dose to select elderly and vulnerable groups; will allow 11-year-olds to get the shot,[]
29,2021-08-17T00:54:49.000Z,1427433703412752405,19636948,Second-degree murder charge laid after elderly man injured in North York assault on Canada Day dies  https://t.co/8bhkZxrjPj,CP24,Second-degree murder charge laid after elderly man injured in North York assault on Canada Day dies,[]
30,2021-08-15T18:49:05.000Z,1426979272816738305,19636948,"U.S. mulls COVID vaccine boosters for elderly as early as fall 
https://t.co/RK3jgpsIAi https://t.co/3DIfVxW2U2",CP24,U.S. mulls COVID vaccine boosters for elderly as early as fall,[]
31,2021-08-11T09:27:07.000Z,1425388296864153600,19636948,"Low-income seniors who got CERB treated differently for guaranteed income supplement eligibility depending on which federal agency handled their original claim, an internal document says
https://t.co/xnqjPgdhYU",CP24,"Low-income seniors who got CERB treated differently for guaranteed income supplement eligibility depending on which federal agency handled their original claim, an internal document says",[]
32,2021-08-05T11:14:04.000Z,1423240886222209024,19636948,"Seniors say their guaranteed income supplement is being clawed back if they received CERB last year
https://t.co/JNHB3E2cH0",CP24,Seniors say their guaranteed income supplement is being clawed back if they received CERB last year,[]
33,2021-07-25T11:47:35.000Z,1419263056018919425,19636948,"Pope honors grandparents on first World Day for elderly
https://t.co/YHd35Sua4n https://t.co/kZ9wJiWdnV",CP24,Pope honors grandparents on first World Day for elderly,[]
34,2021-07-22T10:06:36.000Z,1418150478442008576,19636948,"Radio host Larry Elder wins fight to enter California recall
https://t.co/ORITh9mqLX https://t.co/wf2EJfnzQ8",CP24,Radio host Larry Elder wins fight to enter California recall,[]
35,2021-06-15T18:58:09.000Z,1404875895400239109,19636948,"Liberal government moves to define 'elder abuse' to better target ways to stop it 
https://t.co/AoeVqHEieD",CP24,Liberal government moves to define 'elder abuse' to better target ways to stop it,[]
36,2021-06-02T11:32:05.000Z,1400052597550166017,19636948,"Can virtual reality help seniors? Study hopes to find out
https://t.co/3UtTLhoZ5P https://t.co/5D8aZfGrct",CP24,Can virtual reality help seniors? Study hopes to find out,[]
37,2021-05-29T03:00:00.000Z,1398474174859857920,19636948,"Rebooking second dose appointments for COVID-19 vaccine could be complicated for Ontario seniors: doctor
https://t.co/upKlxWa5Em https://t.co/eVx2wbEWDa",CP24,Rebooking second dose appointments for COVID-19 vaccine could be complicated for Ontario seniors: doctor,[]
38,2021-05-28T19:54:51.000Z,1398367184066392066,19636948,Doctor fears ‘vaccine Hunger Games 2.0’ for seniors looking to book a second dose early https://t.co/upKlxVSuMO,CP24,Doctor fears vaccine Hunger Games 2.0 for seniors looking to book a second dose early,[]
39,2021-05-28T09:39:38.000Z,1398212359982878721,19636948,"South Africa starts jabs for elderly as virus surge looms
https://t.co/mVZdH9ex8U https://t.co/CpmM5mCoKz",CP24,South Africa starts jabs for elderly as virus surge looms,[]
40,2021-05-27T14:41:48.000Z,1397926014949363719,19636948,An 89-year-old man has died after being pinned between two vehicles as he walked out of a downtown hospital Wednesday https://t.co/uKyHZieA6o,CP24,An 89-year-old man has died after being pinned between two vehicles as he walked out of a downtown hospital Wednesday,[]
41,2021-04-28T01:27:31.000Z,1387216878863585285,19636948,UPDATED:  Elderly woman in wheelchair struck and killed by dump truck in city's east end: police https://t.co/QLyNZQ3T4h,CP24,UPDATED: Elderly woman in wheelchair struck and killed by dump truck in city's east end: police,[]
42,2021-04-20T22:31:30.000Z,1384635868162543617,19636948,"Opposition leaders criticize federal budget over pharmacare, old age security  https://t.co/bchfhGIHx4",CP24,"Opposition leaders criticize federal budget over pharmacare, old age security",[]
43,2021-03-31T09:32:11.000Z,1377191986000658435,19636948,"Paramedics bring COVID-19 vaccines to housebound seniors across Ontario
https://t.co/beTgKirh2B",CP24,Paramedics bring COVID-19 vaccines to housebound seniors across Ontario,[]
44,2021-03-28T22:10:33.000Z,1376295673323212805,19636948,"Mayor John Tory urging those aged 70 and older to get vaccinated as many appointments still unfilled
https://t.co/9ie4PjFOmx https://t.co/qngb4aodVN",CP24,Mayor John Tory urging those aged 70 and older to get vaccinated as many appointments still unfilled,[]
45,2021-03-28T17:45:33.000Z,1376228983822561280,19636948,"Quebec, Ontario officials say many vaccine appointments unfilled, ask seniors to act 
https://t.co/9ie4PjFOmx https://t.co/0aHS7g0eRw",CP24,"Quebec, Ontario officials say many vaccine appointments unfilled, ask seniors to act",[]
46,2021-03-25T18:36:42.000Z,1375154691194167300,19636948,Research raises questions over delayed second vaccine doses for seniors https://t.co/9MpdxxMHa6 https://t.co/XrnqzdPoiK,CP24,Research raises questions over delayed second vaccine doses for seniors,[]
47,2021-03-25T10:24:13.000Z,1375030754745389063,19636948,"Cost of elder care expected to double by 2031 as baby boomers turn 75: CMA study
https://t.co/uJUywcxuXu",CP24,Cost of elder care expected to double by 2031 as baby boomers turn 75: CMA study,[]
48,2021-03-24T15:42:01.000Z,1374748342438223876,19636948,"City launching program to transport seniors, vulnerable Toronto residents to vaccine appointments 
https://t.co/EpoGzqqI7d",CP24,"City launching program to transport seniors, vulnerable Toronto residents to vaccine appointments",[]
49,2021-03-16T22:05:34.000Z,1371945766307176450,19636948,Five things to know about NACI's new advice on AstraZeneca's vaccine and seniors https://t.co/GwMDjnjwTh https://t.co/IsyBeeZr6G,CP24,Five things to know about NACI's new advice on AstraZeneca's vaccine and seniors,[]
50,2021-03-16T13:35:19.000Z,1371817357191094274,19636948,BREAKING: NACI says AstraZeneca vaccine now recommended for use on seniors https://t.co/gPZXVb6Vie https://t.co/KCfOJ4Ir1l,CP24,BREAKING: NACI says AstraZeneca vaccine now recommended for use on seniors,[]
51,2021-03-03T01:55:16.000Z,1366930141004369923,19636948,"Seniors line up at COVID-19 vaccination site in York Region, families express relief https://t.co/5ov9kZxcuL https://t.co/prTLD79Hko",CP24,"Seniors line up at COVID-19 vaccination site in York Region, families express relief",[]
52,2021-03-02T17:02:48.000Z,1366796139337568258,19636948,"With thousands of seniors now eligible to be vaccinated in Peel Region, getting appointment 'may take some time:' Loh 
https://t.co/80oKd0KRo7",CP24,"With thousands of seniors now eligible to be vaccinated in Peel Region, getting appointment 'may take some time:' Loh",[]
53,2021-03-01T14:28:21.000Z,1366394882932285446,19636948,"York Region and Hamilton are beginning to vaccinate seniors outside of congregate care settings today but technical issues are being reported on their booking systems due to high demand. 
https://t.co/DiM3gghWug",CP24,York Region and Hamilton are beginning to vaccinate seniors outside of congregate care settings today but technical issues are being reported on their booking systems due to high demand.,[]
54,2021-02-26T11:02:59.000Z,1365256037285167106,19636948,"Doctors, caregivers push for in-home COVID-19 vaccinations for housebound seniors
https://t.co/2BZkoi4f7N https://t.co/5m1GsyEjgK",CP24,"Doctors, caregivers push for in-home COVID-19 vaccinations for housebound seniors",[]
55,2021-02-25T16:55:37.000Z,1364982395569643520,19636948,"Quebec launches COVID-19 vaccination booking system for seniors 
https://t.co/5JQd2N5CfL https://t.co/uPAeE6eHI7",CP24,Quebec launches COVID-19 vaccination booking system for seniors,[]
56,2021-02-19T23:01:12.000Z,1362900070757265416,19636948,"Women dressed as elderly caught trying to get COVID-19 shot in Florida
https://t.co/5SPoxH6cjG https://t.co/KQvf7w8weG",CP24,Women dressed as elderly caught trying to get COVID-19 shot in Florida,[]
57,2021-01-10T11:35:48.000Z,1348232067570688000,19636948,"First Nations across Canada begin administering COVID-19 vaccine to healthcare workers, elders
https://t.co/z2jV2O4ZgC https://t.co/zG8tl2RFqo",CP24,"First Nations across Canada begin administering COVID-19 vaccine to healthcare workers, elders",[]
58,2020-12-24T12:40:21.000Z,1342087718973661184,19636948,"Trump's pardons for Manafort, elder Kushner benefit his inner circle
https://t.co/puc8bzbsOC https://t.co/yWuROXuDxX",CP24,"Trump's pardons for Manafort, elder Kushner benefit his inner circle",[]
59,2020-12-22T11:54:26.000Z,1341351385275744258,19636948,"UPDATE: Elderly man in his 70s is dead following a stabbing in a North York home, homicide is investigating.",CP24,"UPDATE: Elderly man in his 70s is dead following a stabbing in a North York home, homicide is investigating.",[]
60,2020-12-22T03:03:36.000Z,1341217796659802112,19636948,"Elderly man critical, two others injured following stabbing in North York https://t.co/wrhX6daHC8",CP24,"Elderly man critical, two others injured following stabbing in North York",[]
61,2020-12-04T22:22:58.000Z,1334986579400675328,19636948,"Toronto paramedics say an elderly woman has been taken to hospital with serious injuries after a hit-and-run in the area of Sherbourne and Earl streets.
https://t.co/rFQkDCQ8GD",CP24,Toronto paramedics say an elderly woman has been taken to hospital with serious injuries after a hit-and-run in the area of Sherbourne and Earl streets.,[]
62,2020-12-04T13:25:22.000Z,1334851289755291648,19636948,"UPDATE: Elderly woman dead after early morning house fire in Brampton
https://t.co/oOPQQk9VPR",CP24,UPDATE: Elderly woman dead after early morning house fire in Brampton,[]
63,2020-11-30T17:23:09.000Z,1333461579489292289,19636948,"UPDATE: Fire chief reports fatality after blaze at Toronto apartment building dedicated to seniors
https://t.co/u1PjIrhTQr https://t.co/Qmx6tlTf4y",CP24,UPDATE: Fire chief reports fatality after blaze at Toronto apartment building dedicated to seniors,[]
64,2020-11-30T17:02:10.000Z,1333456297702936576,19636948,"Resident possibly trapped, police officer injured after fire at apartment for seniors in Etobicoke
https://t.co/NRd78iQ6fS https://t.co/TRjCRZjUmy",CP24,"Resident possibly trapped, police officer injured after fire at apartment for seniors in Etobicoke",[]
65,2020-11-05T21:02:56.000Z,1324457191022252032,19636948,"#BREAKING: Ontario plans to add $100 billion in new debt over next 3 years; Ford hands out tax cuts to business, new cash payouts for parents and 'Staycation' tax credit for travel
https://t.co/YgQbzo0lD5",CP24,"BREAKING: Ontario plans to add $100 billion in new debt over next 3 years; Ford hands out tax cuts to business, new cash payouts for parents and 'Staycation' tax credit for travel",['BREAKING']
66,2020-10-27T19:40:18.000Z,1321174907724746756,19636948,"Three charged by Durham regional police with defrauding seniors of $400,000 
https://t.co/IC0w9R3gan",CP24,"Three charged by Durham regional police with defrauding seniors of $400,000",[]
67,2020-10-23T18:39:41.000Z,1319710098999201792,19636948,"Female rushed to hospital with burns after fire at apartment block for seniors in Toronto's east end
https://t.co/w6S8gXApVg",CP24,Female rushed to hospital with burns after fire at apartment block for seniors in Toronto's east end,[]
68,2020-10-15T15:18:50.000Z,1316760451049558017,19636948,"Ontario eliminates controversial teacher hiring regulation that favours seniority 
 https://t.co/vXdVh5nEy6 https://t.co/YLruRwNBZR",CP24,Ontario eliminates controversial teacher hiring regulation that favours seniority,[]
69,2020-10-10T21:02:25.000Z,1315034976493109251,19636948,"Canada's chief public health officer says the spread of COVID-19 is shifting towards seniors, adding to the mounting signs suggesting a second wave could hit just as hard as the first.
https://t.co/WDfP9C2KoO https://t.co/JS1tPe6D7U",CP24,"Canada's chief public health officer says the spread of COVID-19 is shifting towards seniors, adding to the mounting signs suggesting a second wave could hit just as hard as the first.",[]
70,2020-10-09T18:41:01.000Z,1314637007398866946,19636948,"Police seek suspect after elderly man tossed off TTC bus
https://t.co/i0XTpOMfgQ https://t.co/uomU8p8XEc",CP24,Police seek suspect after elderly man tossed off TTC bus,[]
71,2020-09-26T18:38:20.000Z,1309925287656816640,19636948,"Elderly man dies after house collapse in Barrie, police say
https://t.co/Kg7dXrB4fQ https://t.co/NNw9tss17s",CP24,"Elderly man dies after house collapse in Barrie, police say",[]
72,2020-09-17T21:49:41.000Z,1306711951351963648,19636948,Police locate one of two missing seniors in Rexdale after escalating search to highest possible level https://t.co/Oxz1Mveioz https://t.co/HogmYi7Ja8,CP24,Police locate one of two missing seniors in Rexdale after escalating search to highest possible level,[]
73,2020-09-17T14:10:11.000Z,1306596314990481408,19636948,Police ramp up search for two missing seniors in Rexdale to highest possible response https://t.co/PQ5Up8aKIB https://t.co/626wH5qtMD,CP24,Police ramp up search for two missing seniors in Rexdale to highest possible response,[]
74,2020-09-16T15:06:45.000Z,1306248163901177856,19636948,"Police search for two missing elderly men last seen in Rexdale
https://t.co/zAc1jSb036 https://t.co/YGwba19EBk",CP24,Police search for two missing elderly men last seen in Rexdale,[]
75,2020-09-15T19:09:35.000Z,1305946884884791300,19636948,"Elderly couple charged in lottery scam that targeted other seniors across Canada, Durham Regional Police say 
 https://t.co/LEnr8TAAVs",CP24,"Elderly couple charged in lottery scam that targeted other seniors across Canada, Durham Regional Police say",[]
76,2020-08-29T14:40:52.000Z,1299718665051533315,19636948,"Elderly man killed in Brampton collision
https://t.co/cWyeXYhonD https://t.co/JVLzVXdEny",CP24,Elderly man killed in Brampton collision,[]
77,2020-08-19T21:17:35.000Z,1296194624319561741,19636948,UPDATE: An elderly woman has died after being hit by vehicle in grocery store parking lot in Oshawa https://t.co/CKe3XmTfp6 https://t.co/WffL3FClUd,CP24,UPDATE: An elderly woman has died after being hit by vehicle in grocery store parking lot in Oshawa,[]
78,2020-08-06T00:48:45.000Z,1291174338381651968,19636948,"Elderly cyclist dies after being struck by truck in Bolton
https://t.co/7H23lwM4JI https://t.co/FFaWjOwybD",CP24,Elderly cyclist dies after being struck by truck in Bolton,[]
79,2020-08-05T22:23:15.000Z,1291137720467759105,19636948,"Ontario woman wants exemption to mandatory self-isolation to visit elderly parents in U.S
https://t.co/Uu8bTrR9wg https://t.co/luGtbAevxm",CP24,Ontario woman wants exemption to mandatory self-isolation to visit elderly parents in U.S,[]
80,2020-07-24T19:06:57.000Z,1286739666172092419,19636948,"“I must urge all Canadians, particularly younger adults, to not give in to COVID-19 fatigue,” says Canada's chief public health officer Dr. Theresa Tam. https://t.co/RY6gH6GYcJ https://t.co/OJIgpBfRfT",CP24,"I must urge all Canadians, particularly younger adults, to not give in to COVID-19 fatigue, says Canada's chief public health officer Dr. Theresa Tam.",[]
81,2020-07-03T19:22:00.000Z,1279133309335937025,19636948,"Canada's long-term care system failed elders, before and during COVID-19: report https://t.co/FbN6HSlZr6 https://t.co/etT7Y8Wbi3",CP24,"Canada's long-term care system failed elders, before and during COVID-19: report",[]
82,2020-06-27T13:42:25.000Z,1276873521885478912,19636948,Police release image of suspect who assaulted elderly man in Parkdale last month https://t.co/jgN6usLrPZ https://t.co/YyjpSaKS5n,CP24,Police release image of suspect who assaulted elderly man in Parkdale last month,[]
83,2020-06-05T19:07:14.000Z,1268982733512028162,19636948,Teen charged with attempted murder for allegedly attacking elderly woman in Oakville  https://t.co/LO6dDVgWtN https://t.co/FPJn3ww9Dz,CP24,Teen charged with attempted murder for allegedly attacking elderly woman in Oakville,[]
84,2020-05-24T21:40:59.000Z,1264672770966851586,19636948,Toronto Public Library employee praised for helping elderly woman connect with family https://t.co/8ZVCLv6oxA https://t.co/7dF6izjcLS,CP24,Toronto Public Library employee praised for helping elderly woman connect with family,[]
85,2020-05-24T18:20:39.000Z,1264622354312945665,19636948,"""When you've got an elderly woman opening the door and seeing someone defecating, it is quite bothersome,"" Police Chief Mark Saunders says about situation at Trinity Bellwoods Park on Saturday. 
https://t.co/dAFakavBsv https://t.co/KRxkOHUdeh",CP24,"""When you've got an elderly woman opening the door and seeing someone defecating, it is quite bothersome,"" Police Chief Mark Saunders says about situation at Trinity Bellwoods Park on Saturday.",[]
86,2020-05-19T11:50:04.000Z,1262712121386827778,19636948,"Elderly woman injured, dog killed following house fire in North York 
https://t.co/1sUGhE7Wiq https://t.co/tXj9NJLJSU",CP24,"Elderly woman injured, dog killed following house fire in North York",[]
87,2020-05-08T02:16:51.000Z,1258581601585377286,19636948,Peel paramedics say an elderly man was rushed to a trauma centre in critical condition after hit-and-run in Mississauga https://t.co/ZjduPTG8s7,CP24,Peel paramedics say an elderly man was rushed to a trauma centre in critical condition after hit-and-run in Mississauga,[]
88,2020-04-17T17:42:47.000Z,1251204473185320962,19636948,"Staff at Humber River Hospital mark special milestone for elderly woman hospitalized on her birthday
https://t.co/jbWMRxBEo2 https://t.co/hhai3zpg4P",CP24,Staff at Humber River Hospital mark special milestone for elderly woman hospitalized on her birthday,[]
89,2020-04-15T13:32:54.000Z,1250416814758248449,19636948,"Latest cases of COVID-19: Two more deaths reported at Markhaven Home for Seniors, Salvation Army Broadview Village reports seven cases 
https://t.co/51hMnQ2U4z",CP24,"Latest cases of COVID-19: Two more deaths reported at Markhaven Home for Seniors, Salvation Army Broadview Village reports seven cases",[]
90,2020-04-13T09:33:44.000Z,1249631848650682368,19636948,"Federal officials to provide COVID-19 update focused on seniors, foreign workers https://t.co/WjRst0tK0i https://t.co/fQHGXTSpL1",CP24,"Federal officials to provide COVID-19 update focused on seniors, foreign workers",[]
91,2020-04-12T19:50:00.000Z,1249424548530999298,19636948,Quebec coroner to investigate 31 deaths at seniors' home near Montreal https://t.co/ZPfXaxDKtD https://t.co/2RDQgZcfZ9,CP24,Quebec coroner to investigate 31 deaths at seniors' home near Montreal,[]
92,2020-04-12T19:24:30.000Z,1249418133963706368,19636948,"16 residents, four staff members at Brampton seniors' home test positive for COVID-19 https://t.co/ZR1Oah3HC6",CP24,"16 residents, four staff members at Brampton seniors' home test positive for COVID-19",[]
93,2020-04-05T15:46:45.000Z,1246826618741555201,19636948,"COVID-19 death toll at Bobcaygeon, Ont. seniors’ residence climbs to 23 https://t.co/aurKQuNIPC https://t.co/eBlfXAEjue",CP24,"COVID-19 death toll at Bobcaygeon, Ont. seniors residence climbs to 23",[]
94,2020-04-04T16:18:52.000Z,1246472312146321408,19636948,"https://t.co/q3OYUEaKpK

Two more residents of a seniors' home in Bobcaygeon, Ont. have died as a result of COVID-19, bringing the death toll for the residence to 22. https://t.co/NqkP7JCNkS",CP24,"Two more residents of a seniors' home in Bobcaygeon, Ont. have died as a result of COVID-19, bringing the death toll for the residence to 22.",[]
95,2020-03-30T17:23:30.000Z,1244676637914017792,19636948,"Ford says we need to ""protect our senior populations."" He says the province is actively working with grocery stores and pharmacies to find more ways to support seniors.",CP24,"Ford says we need to ""protect our senior populations."" He says the province is actively working with grocery stores and pharmacies to find more ways to support seniors.",[]
96,2020-03-24T16:41:20.000Z,1242491701379371008,19636948,Man in his 90s at Oshawa long-term care home dies of COVID-19 https://t.co/oZis203Zky https://t.co/1a2ZI3CmLO,CP24,Man in his 90s at Oshawa long-term care home dies of COVID-19,[]
97,2020-03-21T13:51:33.000Z,1241361809447231488,19636948,#BREAKING: Woman in her 70s tests positive for COVID-19 at Markham seniors' home https://t.co/om9gP63ez2 https://t.co/9qsoHvXGvW,CP24,BREAKING: Woman in her 70s tests positive for COVID-19 at Markham seniors' home,['BREAKING']
98,2020-03-17T10:02:42.000Z,1239854666764124161,19636948,Shoppers Drug Mart to give seniors exclusive one-hour window to shop amid reports of panic buying https://t.co/4roVR3zfab https://t.co/6oZUVfxYXY,CP24,Shoppers Drug Mart to give seniors exclusive one-hour window to shop amid reports of panic buying,[]
99,2020-03-12T19:53:40.000Z,1238191447620358150,19636948,"Returning travellers should avoid public gatherings, visiting with seniors for 14 days: Medical Officer of Health https://t.co/CijdrDLSJs https://t.co/ZHCTGzkx57",CP24,"Returning travellers should avoid public gatherings, visiting with seniors for 14 days: Medical Officer of Health",[]
100,2020-03-12T10:55:48.000Z,1238056091327574018,19636948,"Fearing infection, Italy's elderly avoid their families https://t.co/SEZ4tNnFqu https://t.co/sOSFCE3ujc",CP24,"Fearing infection, Italy's elderly avoid their families",[]
101,2020-03-10T12:43:47.000Z,1237358490663956480,19636948,"Canada's first COVID-19 death occurred in a seniors' home, prompting need for new infection control measures https://t.co/A9G9hcPlJe https://t.co/BYH7a3UCVK",CP24,"Canada's first COVID-19 death occurred in a seniors' home, prompting need for new infection control measures",[]
102,2020-03-01T14:36:45.000Z,1234125426957660168,19636948,Elderly male 'not really responsive' after being pulled from Humber River in Weston: police https://t.co/1fwOhx0tNz https://t.co/hgZigkgCBu,CP24,Elderly male 'not really responsive' after being pulled from Humber River in Weston: police,[]
103,2020-02-27T13:37:56.000Z,1233023460835766273,19636948,"Fraudster targeting elderly residents of Toronto's Polish community: police
https://t.co/K66aFVHLER https://t.co/tIZe6mWsmE",CP24,Fraudster targeting elderly residents of Toronto's Polish community: police,[]
104,2020-02-24T20:28:15.000Z,1232039558994370565,19636948,"California seniors who got lost in woods on Valentine's Day walk survived for a week on muddy water, fern fronds https://t.co/qXShMXuID2 https://t.co/D24meKuZ37",CP24,"California seniors who got lost in woods on Valentine's Day walk survived for a week on muddy water, fern fronds",[]
